Latitude,Longitude,Sample Date,aet,def,pdsi,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws,log1p_ppt,log1p_q,log1p_pet,log1p_aet,dtr,water_stress_ratio,aet_pet_ratio,ppt_x_q,tmax_x_vpd,soil_x_ppt,runoff_ratio,srad_x_tmax
-24.925278,29.324444,18-10-2011,55.0,122.1,1.54,177.1,57.5,2.9000000000000004,3.6000001,283.10056,0.0,33.04,18.31,2.066,1.52,2.1399999,4.069026754237811,1.3609765531356008,5.1823454,4.0253515,14.730001,0.68944097,0.310559,166.75000000000003,50.220802,207.00000822544098,0.05043478173156902,9353.643
-28.7115,24.07288889,07-03-2012,85.6,119.200005,1.26,204.8,90.10000000000001,4.5,0.2,300.2005,0.0,32.719997,16.43,1.2620001,2.1599998,2.58,4.511957804265912,1.7047480922384253,5.326905,4.4613,16.289997,0.58203125,0.41796875,405.45000000000005,70.675186,18.020000268518928,0.049944505550005486,9822.56
-25.81048333,27.90955222,07-03-2012,134.8,28.7,-1.35,163.5,141.8,7.1000000000000005,2.2,267.50394,0.0,29.289999,15.74,1.705,1.24,2.3799999,4.9614450499054845,2.0918640616783932,5.1029105,4.9111834,13.549999,0.17553517,0.82446486,1006.7800000000002,36.3196,311.9600067615509,0.050070521508670515,7835.19
-27.937778,31.209444,07-03-2012,143.8,1.4,5.5499997,145.2,150.70000000000002,7.5,28.2,257.29953,0.0,28.72,17.16,1.9610001,1.0,1.74,5.021904886354487,2.1400661634962708,4.9849753,4.9753537,11.559999,0.009641874,0.9903582,1130.2500000000002,28.72,4249.740114974976,0.049767750167433636,7389.642
-28.404444,30.013056,07-03-2012,150.2,0.0,2.6699998,150.2,184.3,9.200000000000001,28.9,252.3975,0.0,28.74,15.19,1.7110001,1.14,2.08,5.221976133291314,2.3223877202902257,5.0186033,5.0186033,13.55,0.0,1.0,1695.5600000000004,32.7636,5326.26992969513,0.049918610689535486,7253.9043
-30.398056,30.601944,07-03-2012,131.0,0.0,-1.24,131.0,162.70000000000002,8.1,53.4,233.09982,0.0,26.66,20.0,2.2610002,0.66999996,3.1899998,5.098035484377089,2.2082744135228043,4.882802,4.882802,6.66,0.0,1.0,1317.8700000000001,17.862198,8688.1802482605,0.049784879841518866,6214.4414
-24.925278,29.324444,07-06-2012,109.200005,58.8,-0.7,168.0,114.9,5.7,1.8000001,265.0039,0.0,32.25,16.9,1.904,1.49,2.09,4.752727750345706,1.9021075263969205,5.1298985,4.7022967,15.35,0.35,0.65000004,654.9300000000001,48.0525,206.82000821828842,0.04960835465963138,8546.376
-24.925278,29.324444,09-08-2012,98.6,68.200005,1.8,166.8,103.7,5.2,1.7,255.80185,0.0,32.37,17.91,2.026,1.4399999,2.44,4.651099117876491,1.824549292051046,5.1227727,4.601162,14.459999,0.40887293,0.5911271,539.24,46.612797,176.29000494480132,0.05014464753958874,8280.306
-24.925278,29.324444,05-10-2012,98.6,68.200005,1.8,166.8,103.7,5.2,1.7,255.80185,0.0,32.37,17.91,2.026,1.4399999,2.44,4.651099117876491,1.824549292051046,5.1227727,4.601162,14.459999,0.40887293,0.5911271,539.24,46.612797,176.29000494480132,0.05014464753958874,8280.306
-30.27402,30.69602,07-03-2012,130.7,0.0,-1.4599999,130.7,173.8,8.700000000000001,63.9,233.09982,0.0,26.59,19.869999,2.2540002,0.65999997,3.26,5.163642463221435,2.2721258855093374,4.8805265,4.8805265,6.720001,0.0,1.0,1512.0600000000002,17.549398,11105.820265197755,0.0500575371112915,6198.1245
-27.02314,28.59389,07-03-2012,138.7,13.3,-1.1899999,152.0,145.9,7.300000000000001,2.2,263.59863,0.0,27.15,13.17,1.5270001,1.04,2.25,4.989752083179832,2.1162555148025524,5.030438,4.9394975,13.98,0.0875,0.91249996,1065.0700000000002,28.235998,320.9800069570542,0.050034269705042704,7156.7026
-27.273889,28.49,07-03-2012,148.7,3.1000001,-1.3299999,151.8,156.4,7.800000000000001,1.9,263.8029,0.0,26.849998,13.09,1.5040001,1.03,2.29,5.058790335983303,2.174751721484161,5.02913,5.008633,13.759998,0.020421607,0.9795784,1219.92,27.655499,297.1599962711334,0.049872122443272875,7083.107
-24.925278,29.324444,02-07-2013,144.8,9.3,2.25,154.1,152.3,7.6000000000000005,1.2,242.49753,0.0,30.32,17.9,1.8980001,1.3,2.1499999,5.0323967858777685,2.1517622032594623,5.0440702,4.982236,12.42,0.06035042,0.9396496,1157.4800000000002,39.415997,182.76000726222992,0.049901509849628954,7352.525
-24.925278,29.324444,22-08-2013,62.4,109.9,1.67,172.3,65.7,3.3000000000000003,1.2,281.00018,0.0,31.599998,19.449999,2.137,1.3299999,2.25,4.200204952921578,1.4586150226995167,5.155024,4.149464,12.15,0.637841,0.362159,216.81000000000003,42.027996,78.84000313282013,0.05022830973777307,8879.605
-24.925278,29.324444,16-09-2013,62.4,109.9,1.67,172.3,65.7,3.3000000000000003,1.2,281.00018,0.0,31.599998,19.449999,2.137,1.3299999,2.25,4.200204952921578,1.4586150226995167,5.155024,4.149464,12.15,0.637841,0.362159,216.81000000000003,42.027996,78.84000313282013,0.05022830973777307,8879.605
-27.4275,28.525833,07-03-2012,150.40001,0.0,-1.23,150.40001,165.0,8.200000000000001,8.1,261.49893,0.0,26.699999,12.91,1.493,1.01,2.3,5.111987788356544,2.2192034840549946,5.0199256,5.0199256,13.789999,0.0,1.0,1353.0000000000002,26.967,1336.5000629425049,0.04969696939577595,6982.021
-24.925278,29.324444,20-01-2014,161.90001,0.0,3.4299998,161.90001,232.9,30.3,41.7,262.20197,0.0,31.17,18.05,1.932,1.39,2.01,5.454893673590133,3.4436180975461075,5.093137,5.093137,13.120001,0.0,1.0,7056.87,43.326298,9711.930177688599,0.13009875427179582,8172.8354
-27.3,28.586944,07-03-2012,149.1,1.4,-1.2099999,150.5,156.9,7.800000000000001,1.8000001,261.4009,0.0,26.849998,12.98,1.5070001,1.02,2.28,5.061961921261596,2.174751721484161,5.0205855,5.011302,13.869999,0.009302326,0.99069774,1223.8200000000002,27.386997,282.4200112223625,0.04971319279978845,7018.6143
-29.1825,23.575556,07-03-2012,66.6,142.2,1.1899999,208.8,70.2,3.5,0.1,302.79855,0.0,33.18,16.77,1.2110001,2.3,2.58,4.26549281841793,1.5040773967762742,5.3461547,4.213608,16.41,0.68103445,0.3189655,245.70000000000002,76.313995,7.020000104606152,0.04985754914732836,10046.856
-24.925278,29.324444,10-06-2014,161.90001,0.0,3.4299998,161.90001,232.9,30.3,41.7,262.20197,0.0,31.17,18.05,1.932,1.39,2.01,5.454893673590133,3.4436180975461075,5.093137,5.093137,13.120001,0.0,1.0,7056.87,43.326298,9711.930177688599,0.13009875427179582,8172.8354
-24.925278,29.324444,18-07-2014,64.6,108.4,3.4099998,173.0,40.300000000000004,2.0,15.3,281.29657,0.0,32.04,18.17,1.9740001,1.4699999,1.8499999,3.7208624999669873,1.0986122886681098,5.159055,4.1835756,13.870001,0.6265896,0.3734104,80.60000000000001,47.098797,616.5900076866151,0.049627790331816614,9012.742
-34.329722,18.990278,07-03-2012,16.7,146.3,-1.68,163.0,7.2,0.4,23.4,323.80377,0.0,25.1,15.71,1.779,0.71999997,5.0499997,2.1041341542702074,0.33647223662121295,5.0998664,2.8735647,9.39,0.89754605,0.10245399,2.8800000000000003,18.071999,168.47999725341796,0.055555547839507245,8127.4746
-24.925278,29.324444,05-09-2014,64.6,108.4,3.4099998,173.0,40.300000000000004,2.0,15.3,281.29657,0.0,32.04,18.17,1.9740001,1.4699999,1.8499999,3.7208624999669873,1.0986122886681098,5.159055,4.1835756,13.870001,0.6265896,0.3734104,80.60000000000001,47.098797,616.5900076866151,0.049627790331816614,9012.742
-28.058889,30.373611,07-03-2012,147.1,0.0,3.37,147.1,182.3,9.1,45.100002,256.99725,0.0,27.8,14.2,1.7,0.98999995,2.09,5.21112415484566,2.312535423847214,4.9978876,4.9978876,13.599999,0.0,1.0,1658.93,27.521997,8221.730417251587,0.04991771777335316,7144.5234
-27.5275,30.858056,08-03-2012,139.7,0.0,4.2999997,139.7,188.20000000000002,9.4,72.8,255.00375,0.0,27.34,15.25,1.8230001,0.87,1.68,5.242804656617778,2.341805806147327,4.94663,4.94663,12.09,0.0,1.0,1769.0800000000002,23.7858,13700.960574340821,0.04994686477180199,6971.8027
-27.38972222,26.46388889,08-03-2012,125.9,58.4,-1.56,184.3,132.4,6.6000000000000005,1.2,279.8979,0.0,29.71,15.66,1.506,1.48,3.12,4.893352133481524,2.0281482472922856,5.2219763,4.8433995,14.049999,0.31687465,0.6831253,873.8400000000001,43.9708,158.88000631332397,0.049848942221684726,8315.766
-27.398611,26.614722,08-03-2012,127.4,55.2,-1.55,182.6,134.0,6.7,1.2,279.6038,0.0,29.529999,15.679999,1.5090001,1.4599999,3.06,4.90527477843843,2.0412203288596382,5.2127595,4.85515,13.849999,0.3023001,0.6976999,897.8000000000001,43.113796,160.80000638961792,0.049999999626865674,8256.699
-30.679722,26.7125,08-03-2012,95.9,74.9,-0.65999997,170.8,100.9,5.0,1.0,265.9026,0.0,29.279999,13.469999,1.33,1.49,2.58,4.623991940228679,1.791759469228055,5.146331,4.5736794,15.809999,0.4385246,0.5614754,504.5,43.627197,100.9,0.04955401338400383,7785.6274
-29.803611,30.516111,09-03-2012,128.90001,0.0,-1.55,128.90001,240.3,33.1,83.8,236.0002,0.0,26.26,16.67,1.9720001,0.69,2.23,5.4860409726309864,3.529297384289471,4.866765,4.866765,9.59,0.0,1.0,7953.93,18.1194,20137.140733337405,0.13774448548587398,6197.365
-27.01011111,26.69808333,12-03-2012,132.5,43.100002,-1.63,175.6,139.5,7.0,1.1,276.8995,0.0,28.98,15.53,1.547,1.35,2.9099998,4.945207488773801,2.0794415416798357,5.1738873,4.8941016,13.45,0.2454442,0.75455576,976.5,39.123,153.45000332593918,0.05017921110982645,8024.5474
-32.595833,19.009444,12-03-2012,19.2,194.6,-0.66999996,213.8,19.700000000000003,1.0,5.1,329.4983,0.0,33.0,16.38,1.5810001,1.89,3.02,3.0301337002713233,0.6931471805599453,5.3697076,3.0056827,16.62,0.9101965,0.089803554,19.700000000000003,62.37,100.46999812126161,0.05076141874307518,10873.443
-25.127778,27.628889,13-03-2012,116.4,60.2,-1.4599999,176.6,122.4,6.1000000000000005,2.9,271.70334,0.0,32.02,17.26,1.838,1.54,2.3999999,4.8154311114712876,1.9600947840472698,5.179534,4.765587,14.76,0.34088334,0.6591166,746.6400000000001,49.3108,354.9600116729736,0.049836600900027776,8699.941
-25.20639,27.558,13-03-2012,118.5,58.5,-1.49,177.0,124.5,6.2,3.0,272.20172,0.0,31.91,17.21,1.8320001,1.53,2.46,4.832305758571839,1.9740810260220096,5.1817837,4.7833166,14.700001,0.33050847,0.6694915,771.9,48.8223,373.5,0.049799196387155055,8685.957
-24.69514,27.40906,13-03-2012,109.9,75.1,-1.56,185.0,115.5,5.800000000000001,3.5,274.70175,0.0,32.829998,18.289999,1.8610001,1.6999999,2.57,4.757891273005756,1.916922612182061,5.2257466,4.708629,14.539999,0.40594593,0.59405404,669.9000000000001,55.810993,404.25,0.05021644978167577,9018.458
-28.747778,31.745833,13-03-2012,147.8,0.0,5.72,147.8,158.20000000000002,7.9,25.800001,251.89912,0.0,29.96,19.93,2.3200002,0.97999996,2.22,5.0701612734102826,2.186051276738094,5.002603,5.002603,10.029999,0.0,1.0,1249.7800000000002,29.360798,4081.5601810455328,0.04993678855918591,7546.8975
-27.169444,29.233889,13-03-2012,135.6,9.8,-0.94,145.40001,142.6,7.1000000000000005,1.9,260.1999,0.0,26.349998,12.58,1.539,0.90999997,2.1499999,4.9670316566141235,2.0918640616783932,4.9863424,4.917057,13.769999,0.06740027,0.9325997,1012.46,23.978498,270.93999660015106,0.04978962096921725,6856.2666
-27.00222,28.76528,13-03-2012,136.40001,14.0,-1.17,150.40001,143.5,7.2,2.2,263.00223,0.0,26.96,13.04,1.531,1.01,2.21,4.973279507552487,2.1041341542702074,5.0199256,4.9228964,13.919999,0.0930851,0.9069149,1033.2,27.229599,315.7000068426132,0.05017421567822847,7090.54
-26.648056,27.089444,13-03-2012,137.2,28.2,-1.53,165.40001,144.3,7.2,1.6,273.2965,0.0,28.46,14.83,1.567,1.23,2.48,4.9788005705762375,2.1041341542702074,5.1143947,4.928702,13.629999,0.17049576,0.8295042,1038.96,35.0058,230.8800034403801,0.049896049550269925,7778.0186
-26.970278,27.211111,13-03-2012,137.7,28.5,-1.37,166.2,144.9,7.2,1.6,273.4027,0.0,28.49,15.059999,1.542,1.27,2.4299998,4.98292145552874,2.1041341542702074,5.1191907,4.9323134,13.43,0.17148015,0.8285199,1043.28,36.1823,231.84000345468522,0.04968944065086652,7789.243
-26.880278,26.965,13-03-2012,135.6,32.8,-1.5699999,168.40001,142.70000000000002,7.1000000000000005,1.5,273.00238,0.0,28.869999,15.36,1.5690001,1.3,2.53,4.967727793084979,2.0918640616783932,5.1322627,4.917057,13.509999,0.19477433,0.8052257,1013.1700000000002,37.531,214.05,0.0497547298545569,7881.5786
-26.98472222,26.63227778,13-03-2012,133.3,40.8,-1.68,174.1,140.20000000000002,7.0,1.2,275.29816,0.0,29.09,15.62,1.552,1.36,2.77,4.950177325059141,2.0794415416798357,5.165357,4.900076,13.47,0.23434806,0.76565194,981.4000000000001,39.5624,168.240006685257,0.04992867296769848,8008.4233
-31.104278,29.399722,13-03-2012,127.4,2.9,-0.97999996,130.3,132.9,6.6000000000000005,18.7,229.30075,0.0,26.14,17.06,1.9180001,0.76,2.6599998,4.897093252697127,2.0281482472922856,4.877485,4.85515,9.08,0.022256332,0.9777437,877.1400000000001,19.8664,2485.2301013946535,0.0496613991748578,5993.9214
-31.396,29.2651,13-03-2012,118.6,13.3,-0.61,131.90001,118.9,5.9,12.6,229.70108,0.0,26.46,18.4,2.0470002,0.75,3.0,4.786658062033468,1.9315214116032138,4.889597,4.784153,8.059999,0.10083396,0.899166,701.5100000000001,19.845,1498.1400453567505,0.04962153028072725,6077.89
-33.501667,21.624167,13-03-2012,14.2,161.0,-0.13,175.2,15.0,0.7000000000000001,0.1,294.39975,0.0,28.5,13.059999,1.4790001,1.23,3.1599998,2.772588722239781,0.5306282510621705,5.17162,2.7212954,15.440001,0.9189498,0.08105023,10.500000000000002,35.055,1.5000000223517418,0.04666666355555577,8390.393
-29.161667,23.696389,14-03-2012,70.9,133.40001,1.1999999,204.3,74.60000000000001,3.7,0.1,301.70377,0.0,33.17,16.65,1.2190001,2.29,2.3999999,4.3254562831854875,1.547562508716013,5.3244724,4.275276,16.519999,0.6529614,0.34703866,276.02000000000004,75.9593,7.460000111162663,0.04959785456303144,10007.514
-28.801278,31.955389,14-03-2012,136.90001,9.900001,5.35,146.8,139.4,7.0,20.5,254.49721,0.0,29.359999,19.82,2.3930001,0.82,2.8799999,4.944495491591711,2.0794415416798357,4.99586,4.926529,9.539999,0.06743869,0.93256134,975.8000000000001,24.0752,2857.7000000000003,0.050215207674209415,7472.0376
-28.141944,26.417778,14-03-2012,126.8,57.5,-1.3199999,184.3,133.4,6.7,1.1,279.79987,0.0,29.57,15.179999,1.3980001,1.55,3.0,4.900820428089049,2.0412203288596382,5.2219763,4.8504667,14.39,0.3119913,0.68800867,893.7800000000001,45.8335,146.74000318050386,0.05022488717972348,8273.682
-28.1175,26.719444,14-03-2012,129.40001,50.0,-1.29,179.40001,136.20000000000002,6.800000000000001,1.1,276.5972,0.0,29.26,15.5,1.4210001,1.5,2.82,4.921439715291785,2.0541237336955462,5.1951766,4.870607,13.76,0.2787068,0.7212932,926.1600000000002,43.89,149.82000324726107,0.04992657819437167,8093.234
-29.033333,23.983333,14-03-2012,80.3,122.0,1.2099999,202.3,84.5,4.2,0.2,299.3018,0.0,32.71,16.17,1.238,2.1699998,2.48,4.448516375942715,1.6486586255873816,5.314683,4.398146,16.539999,0.6030648,0.39693525,354.90000000000003,70.98069,16.900000251829624,0.04970414142361963,9790.161
-29.161667,30.629722,15-03-2012,132.0,0.0,3.48,132.0,218.9,42.300000000000004,70.6,246.49872,0.0,25.73,14.86,1.8140001,0.69,2.1399999,5.393172897560715,3.768152635008444,4.890349,4.890349,10.87,0.0,1.0,9259.470000000001,17.7537,15454.339665985108,0.19323892099936538,6342.412
-27.398611,26.614722,15-03-2012,127.4,55.2,-1.55,182.6,134.0,6.7,1.2,279.6038,0.0,29.529999,15.679999,1.5090001,1.4599999,3.06,4.90527477843843,2.0412203288596382,5.2127595,4.85515,13.849999,0.3023001,0.6976999,897.8000000000001,43.113796,160.80000638961792,0.049999999626865674,8256.699
-27.671111,27.236944,15-03-2012,138.5,33.600002,-1.26,172.1,145.70000000000002,7.300000000000001,1.2,273.80304,0.0,28.949999,15.0,1.4860001,1.37,2.6399999,4.988389685148936,2.1162555148025524,5.1538696,4.9380646,13.949999,0.19523534,0.8047646,1063.6100000000001,39.6615,174.84000694751742,0.05010295092585483,7926.5977
-27.902778,24.615556,15-03-2012,102.9,101.4,-0.95,204.3,108.30000000000001,5.4,0.3,295.1024,0.0,32.39,16.789999,1.3510001,2.05,2.78,4.694096395182493,1.8562979903656263,5.3244724,4.643429,15.6,0.49632892,0.50367105,584.82,66.3995,32.490001291036606,0.04986149538447373,9558.366
-27.573056,24.746389,16-03-2012,107.700005,99.3,-1.16,207.0,113.4,5.7,0.4,289.9961,0.0,32.09,16.56,1.3980001,1.9499999,3.25,4.739701078945697,1.9021075263969205,5.3375382,4.688592,15.530001,0.47971016,0.5202899,646.3800000000001,62.575497,45.36000067591667,0.05026454982130027,9305.975
-31.031389,28.883333,16-03-2012,133.7,1.5,-1.05,135.2,140.6,7.0,4.4,233.50017,0.0,26.029999,15.08,1.6980001,0.84999996,2.62,4.953006181259619,2.0794415416798357,4.9141245,4.90305,10.949999,0.0110946745,0.9889053,984.1999999999999,22.125498,618.6400134086608,0.04978662837989596,6078.0093
-30.86013889,29.07125,16-03-2012,135.8,0.0,-1.1999999,135.8,144.20000000000002,7.2,4.6,235.19954,0.0,26.359999,15.589999,1.728,0.88,2.36,4.978112102390696,2.1041341542702074,4.91852,4.91852,10.7699995,0.0,1.0,1038.2400000000002,23.196798,663.3199862480164,0.04993065152613972,6199.8594
-30.77586667,29.03221667,16-03-2012,136.3,0.0,-1.23,136.3,151.4,7.6000000000000005,10.2,235.50183,0.0,26.25,15.309999,1.6880001,0.9,2.36,5.026508643252546,2.1517622032594623,4.9221683,4.9221683,10.940001,0.0,1.0,1150.64,23.625,1544.2799711227417,0.05019815026289201,6181.923
-28.760833,17.730278,17-03-2012,4.1,235.1,2.29,239.2,4.4,0.2,0.0,315.60104,0.0,36.239998,21.74,1.3010001,3.03,2.9299998,1.6863989535702288,0.18232155679395465,5.481472,1.6292405,14.499998,0.98285955,0.017140469,0.8800000000000001,109.80719,0.0,0.04545453512396929,11437.381
-28.96362,19.15486,17-03-2012,8.1,235.5,1.5999999,243.6,8.5,0.4,0.0,322.8969,0.0,36.88,19.34,1.2420001,3.02,2.99,2.2512917986064953,0.33647223662121295,5.4996243,2.2082744,17.54,0.9667488,0.033251233,3.4000000000000004,111.3776,0.0,0.047058817993080246,11908.438
-27.01011111,26.69808333,19-03-2012,132.5,43.100002,-1.63,175.6,139.5,7.0,1.1,276.8995,0.0,28.98,15.53,1.547,1.35,2.9099998,4.945207488773801,2.0794415416798357,5.1738873,4.8941016,13.45,0.2454442,0.75455576,976.5,39.123,153.45000332593918,0.05017921110982645,8024.5474
-26.861111,28.884722,19-03-2012,127.9,23.1,-1.1999999,151.0,134.5,6.7,2.3,266.49902,0.0,26.9,12.91,1.534,0.98999995,2.18,4.908971640319756,2.0412203288596382,5.0238805,4.859037,13.99,0.15298013,0.84701985,901.15,26.630999,309.3499935865402,0.049814126023686796,7168.8237
-24.679167,30.8025,20-03-2012,144.5,0.0,-0.88,144.5,184.60000000000002,9.200000000000001,64.8,256.59692,0.0,27.609999,14.559999,1.7540001,0.93,2.01,5.2235938203521,2.3223877202902257,4.980176,4.980176,13.049999,0.0,1.0,1698.3200000000004,25.6773,11962.080563354493,0.04983748618722922,7084.6406
-26.970278,27.211111,20-03-2012,137.7,28.5,-1.37,166.2,144.9,7.2,1.6,273.4027,0.0,28.49,15.059999,1.542,1.27,2.4299998,4.98292145552874,2.1041341542702074,5.1191907,4.9323134,13.43,0.17148015,0.8285199,1043.28,36.1823,231.84000345468522,0.04968944065086652,7789.243
-33.38056,19.30167,20-03-2012,19.800001,174.0,0.89,193.8,18.5,0.9,9.1,329.09796,0.0,28.68,14.16,1.4360001,1.35,3.37,2.970414465569701,0.6418538861723948,5.2719736,3.034953,14.52,0.8978328,0.10216719,16.650000000000002,38.718002,168.35000705718994,0.0486486460189921,9438.529
-33.31388889,19.07472222,20-03-2012,20.800001,186.1,1.01,206.90001,18.2,0.9,12.8,327.2025,0.0,31.349998,16.74,1.636,1.62,3.36,2.954910279033736,0.6418538861723948,5.337057,3.0819101,14.609999,0.8994683,0.10053166,16.38,50.787,232.9600034713745,0.04945054673348644,10257.798
-28.068333,31.55,20-03-2012,136.7,12.900001,6.0499997,149.6,137.8,6.9,18.300001,255.90245,0.0,30.9,19.73,2.154,1.25,1.4499999,4.933034048072704,2.066862759472976,5.0146275,4.9250774,11.17,0.08622995,0.91377,950.8200000000002,38.625,2521.7401576995853,0.05007256857712215,7907.3857
-29.161667,23.696389,21-03-2012,70.9,133.40001,1.1999999,204.3,74.60000000000001,3.7,0.1,301.70377,0.0,33.17,16.65,1.2190001,2.29,2.3999999,4.3254562831854875,1.547562508716013,5.3244724,4.275276,16.519999,0.6529614,0.34703866,276.02000000000004,75.9593,7.460000111162663,0.04959785456303144,10007.514
-24.183889,30.823889,21-03-2012,105.6,48.600002,1.37,154.2,111.0,5.6000000000000005,3.5,255.60016,0.0,32.62,18.609999,2.141,1.41,1.4499999,4.718498871295094,1.88706964903238,5.0447145,4.6690836,14.01,0.31517512,0.6848249,621.6,45.994198,388.5,0.0504504499959419,8337.677
-28.44555556,32.325,21-03-2012,132.90001,9.3,5.13,142.2,135.5,6.800000000000001,23.4,255.10179,0.0,28.609999,20.039999,2.39,0.75,2.53,4.916324614625014,2.0541237336955462,4.9642425,4.8970933,8.57,0.06540085,0.9345992,921.4000000000001,21.457499,3170.699948310852,0.05018450147465313,7298.462
-27.602222,29.942778,21-03-2012,152.6,0.0,2.6599998,152.6,171.8,8.6,18.0,258.50052,0.0,28.8,14.46,1.682,1.13,2.06,5.152134856369956,2.2617630984737906,5.034352,5.034352,14.339999,0.0,1.0,1477.48,32.544,3092.4,0.0500582069263201,7444.815
-33.13083,18.86278,21-03-2012,18.9,190.5,-0.84999996,209.40001,17.5,0.9,10.3,325.6012,0.0,31.89,17.529999,1.664,1.7199999,3.27,2.917770732084279,0.6418538861723948,5.3490105,2.9907198,14.360001,0.90974206,0.090257876,15.75,54.850796,180.2500033378601,0.051428568489796087,10383.422
-30.398056,30.601944,23-03-2012,131.0,0.0,-1.24,131.0,162.70000000000002,8.1,53.4,233.09982,0.0,26.66,20.0,2.2610002,0.66999996,3.1899998,5.098035484377089,2.2082744135228043,4.882802,4.882802,6.66,0.0,1.0,1317.8700000000001,17.862198,8688.1802482605,0.049784879841518866,6214.4414
-30.27402,30.69602,23-03-2012,130.7,0.0,-1.4599999,130.7,173.8,8.700000000000001,63.9,233.09982,0.0,26.59,19.869999,2.2540002,0.65999997,3.26,5.163642463221435,2.2721258855093374,4.8805265,4.8805265,6.720001,0.0,1.0,1512.0600000000002,17.549398,11105.820265197755,0.0500575371112915,6198.1245
-29.641944,30.6875,26-03-2012,133.90001,0.0,-1.18,133.90001,241.4,31.1,84.200005,239.49698,0.0,27.26,18.33,2.1060002,0.77,2.28,5.490589254195159,3.4688560301359703,4.904534,4.904534,8.93,0.0,1.0,7507.540000000001,20.9902,20325.881105041506,0.12883181388222115,6528.6875
-25.99136,27.84208,26-03-2012,140.40001,18.4,-1.42,158.8,147.70000000000002,7.4,2.1000001,267.79807,0.0,28.119999,14.75,1.628,1.13,2.36,5.001930853466109,2.128231705849268,5.073923,4.951593,13.369999,0.115869015,0.884131,1092.9800000000002,31.775599,310.1700211286545,0.050101556871350324,7530.4814
-29.987778,29.851667,26-03-2012,129.90001,0.0,-1.55,129.90001,219.5,11.600000000000001,84.1,235.59987,0.0,25.56,14.2,1.7,0.76,2.24,5.395897694886901,2.5336968139574325,4.8744335,4.8744335,11.36,0.0,1.0,2546.2000000000003,19.4256,18459.94966506958,0.05284738016926024,6021.9326
-29.758889,30.935278,26-03-2012,130.0,0.0,2.62,130.0,208.9,28.5,79.700005,238.0999,0.0,26.859999,19.49,2.2810001,0.63,2.75,5.346631226826587,3.3843902633457743,4.8751974,4.8751974,7.369999,0.0,1.0,5953.650000000001,16.921799,16649.33095626831,0.13642891270259017,6395.363
-26.98472222,26.63227778,26-03-2012,133.3,40.8,-1.68,174.1,140.20000000000002,7.0,1.2,275.29816,0.0,29.09,15.62,1.552,1.36,2.77,4.950177325059141,2.0794415416798357,5.165357,4.900076,13.47,0.23434806,0.76565194,981.4000000000001,39.5624,168.240006685257,0.04992867296769848,8008.4233
-33.818056,19.694722,26-03-2012,12.7,187.0,0.76,199.7,11.9,0.6000000000000001,6.4,322.7008,0.0,30.429998,15.95,1.6620001,1.43,3.58,2.5572273113676265,0.47000362924573563,5.301811,2.6173959,14.479999,0.93640465,0.06359539,7.1400000000000015,43.514896,76.16000113487245,0.05042016383023834,9819.785
-25.127778,27.628889,27-03-2012,116.4,60.2,-1.4599999,176.6,122.4,6.1000000000000005,2.9,271.70334,0.0,32.02,17.26,1.838,1.54,2.3999999,4.8154311114712876,1.9600947840472698,5.179534,4.765587,14.76,0.34088334,0.6591166,746.6400000000001,49.3108,354.9600116729736,0.049836600900027776,8699.941
-25.20639,27.558,27-03-2012,118.5,58.5,-1.49,177.0,124.5,6.2,3.0,272.20172,0.0,31.91,17.21,1.8320001,1.53,2.46,4.832305758571839,1.9740810260220096,5.1817837,4.7833166,14.700001,0.33050847,0.6694915,771.9,48.8223,373.5,0.049799196387155055,8685.957
-24.69514,27.40906,27-03-2012,109.9,75.1,-1.56,185.0,115.5,5.800000000000001,3.5,274.70175,0.0,32.829998,18.289999,1.8610001,1.6999999,2.57,4.757891273005756,1.916922612182061,5.2257466,4.708629,14.539999,0.40594593,0.59405404,669.9000000000001,55.810993,404.25,0.05021644978167577,9018.458
-27.363611,31.783333,27-03-2012,117.9,26.6,5.96,144.5,111.60000000000001,5.6000000000000005,33.0,252.20142,0.0,30.849998,18.9,2.196,1.14,1.27,4.72384171570559,1.88706964903238,4.980176,4.7782826,11.949999,0.18408304,0.81591696,624.9600000000002,35.169,3682.8,0.05017921101989954,7780.413
-26.648056,27.089444,27-03-2012,137.2,28.2,-1.53,165.40001,144.3,7.2,1.6,273.2965,0.0,28.46,14.83,1.567,1.23,2.48,4.9788005705762375,2.1041341542702074,5.1143947,4.928702,13.629999,0.17049576,0.8295042,1038.96,35.0058,230.8800034403801,0.049896049550269925,7778.0186
-26.880278,26.965,27-03-2012,135.6,32.8,-1.5699999,168.40001,142.70000000000002,7.1000000000000005,1.5,273.00238,0.0,28.869999,15.36,1.5690001,1.3,2.53,4.967727793084979,2.0918640616783932,5.1322627,4.917057,13.509999,0.19477433,0.8052257,1013.1700000000002,37.531,214.05,0.0497547298545569,7881.5786
-27.573056,24.746389,27-03-2012,107.700005,99.3,-1.16,207.0,113.4,5.7,0.4,289.9961,0.0,32.09,16.56,1.3980001,1.9499999,3.25,4.739701078945697,1.9021075263969205,5.3375382,4.688592,15.530001,0.47971016,0.5202899,646.3800000000001,62.575497,45.36000067591667,0.05026454982130027,9305.975
