Latitude,Longitude,Sample Date,aet,def,pdsi,pet,ppt,q,soil,srad,swe,tmax,tmin,vap,vpd,ws
-27.356667,27.286389,21-06-2011,90.4,92.0,1.51,182.40001,94.80000000000001,4.7,3.0,290.30197,0.0,29.23,15.32,1.4440001,1.4699999,2.8799999
-29.161667,23.696389,22-06-2011,33.9,189.2,1.3199999,223.1,35.6,1.8,0.1,327.6983,0.0,33.57,16.69,1.028,2.54,2.74
-27.01011111,26.69808333,22-06-2011,86.6,96.9,1.18,183.5,90.9,4.5,2.2,287.20337,0.0,29.289999,15.61,1.4740001,1.4599999,3.04
-25.14944444,31.94055556,22-06-2011,59.8,87.0,-1.4699999,146.8,62.1,3.1,9.6,253.6012,0.0,30.01,18.49,2.144,1.06,1.68
-24.9675,31.516667,22-06-2011,67.1,83.700005,-1.3199999,150.8,69.60000000000001,3.5,10.2,253.6012,0.0,30.189999,19.47,2.091,1.1999999,1.68
-28.75,30.442778,22-06-2011,93.5,67.6,0.93,161.1,98.10000000000001,4.9,3.4,255.99628,0.0,30.07,17.529999,1.812,1.3299999,2.4199998
-29.161667,30.629722,22-06-2011,109.8,27.800001,2.23,137.6,114.30000000000001,5.7,8.3,248.80315,0.0,25.699999,14.74,1.7140001,0.78999996,2.6699998
-27.169444,29.233889,22-06-2011,86.0,71.3,-2.02,157.3,90.0,4.5,4.0,272.69855,0.0,26.93,13.59,1.4410001,1.12,2.3799999
-27.02314,28.59389,22-06-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-26.98472222,26.63227778,22-06-2011,87.4,94.0,1.4,181.40001,91.80000000000001,4.6000000000000005,2.5,285.10077,0.0,29.349998,15.679999,1.4790001,1.4699999,2.8999999
-27.398611,26.614722,22-06-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-29.042222,24.6,22-06-2011,65.6,145.40001,1.56,211.0,69.10000000000001,3.5,0.1,318.6002,0.0,31.51,14.849999,1.2160001,1.9599999,3.04
-34.092222,21.295278,22-06-2011,16.9,156.2,2.04,173.1,16.6,0.8,5.4,307.29672,0.0,27.42,14.95,1.516,1.17,2.98
-27.495556,26.074722,22-06-2011,76.3,117.9,1.9499999,194.2,79.9,4.0,2.8,295.50314,0.0,29.939999,14.9,1.4030001,1.5699999,3.34
-30.27402,30.69602,23-06-2011,124.4,10.0,3.1299999,134.40001,124.0,6.2,34.100002,230.29863,0.0,26.349998,19.369999,2.141,0.71,4.14
-26.648056,27.089444,23-06-2011,89.6,81.3,1.02,170.90001,93.9,4.7,3.4,279.19608,0.0,28.599998,15.219999,1.5000001,1.3299999,2.61
-26.880278,26.965,23-06-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999
-27.044444,27.005,23-06-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74
-28.376944,24.303056,23-06-2011,58.9,152.90001,1.65,211.8,62.0,3.1,0.3,316.1972,0.0,32.1,16.09,1.2160001,2.11,2.85
-29.028629,24.638389,23-06-2011,68.0,141.7,1.61,209.7,71.60000000000001,3.6,0.1,317.69907,0.0,31.4,14.73,1.225,1.92,3.04
-28.69485,28.23487,23-06-2011,98.6,62.100002,1.8399999,160.7,103.4,5.2,3.1000001,283.29855,0.0,25.769999,12.639999,1.291,1.11,2.49
-25.398889,31.610556,24-06-2011,67.4,79.4,-1.4,146.8,69.8,3.5,11.3,252.70009,0.0,29.41,18.67,2.095,1.05,1.73
-27.573056,24.746389,24-06-2011,71.5,136.90001,1.7199999,208.40001,75.2,3.8000000000000003,0.4,302.10342,0.0,31.66,15.66,1.401,1.8399999,3.4099998
-27.902778,24.615556,24-06-2011,67.200005,140.8,1.77,208.0,70.8,3.5,0.3,309.29657,0.0,32.02,15.94,1.3330001,1.9699999,2.95
-26.861111,28.884722,27-06-2011,85.200005,75.8,-1.89,161.0,89.0,4.5,5.2000003,275.19638,0.0,27.43,14.009999,1.445,1.1899999,2.36
-27.02314,28.59389,27-06-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-26.45,28.085833,27-06-2011,86.0,76.5,-1.89,162.5,90.0,4.5,4.5,270.39835,0.0,27.789999,14.849999,1.4810001,1.24,2.49
-31.396,29.2651,27-06-2011,119.5,15.0,3.8799999,134.5,98.7,4.9,23.9,226.70207,0.0,25.96,17.63,1.9070001,0.78999996,3.6299999
-24.670833,28.560833,28-06-2011,125.5,33.2,2.34,158.7,131.4,6.6000000000000005,6.6,255.40344,0.0,29.59,16.25,1.7270001,1.28,2.19
-29.380556,30.2775,28-06-2011,112.8,22.1,2.3799999,134.90001,117.4,5.9,9.0,246.70055,0.0,25.3,13.86,1.6400001,0.77,2.51
-31.104278,29.399722,28-06-2011,115.700005,18.4,4.25,134.1,101.80000000000001,5.1000000000000005,21.6,228.89954,0.0,25.75,16.289999,1.7860001,0.81,3.26
-33.818056,19.694722,28-06-2011,12.900001,188.90001,-2.37,201.8,12.3,0.6000000000000001,6.2000003,328.1963,0.0,28.73,14.099999,1.292,1.5,3.6
-29.161667,23.696389,29-06-2011,33.9,189.2,1.3199999,223.1,35.6,1.8,0.1,327.6983,0.0,33.57,16.69,1.028,2.54,2.74
-25.81048333,27.90955222,29-06-2011,96.1,68.0,1.3299999,164.1,100.5,5.0,5.1,262.8021,0.0,28.97,16.56,1.626,1.3299999,2.45
-24.282222,28.090278,29-06-2011,94.8,60.600002,2.36,155.40001,99.0,4.9,6.6,248.50278,0.0,29.25,16.48,1.72,1.26,2.18
-23.23572222,27.717,29-06-2011,77.9,84.1,2.1599998,162.0,82.0,4.1000000000000005,0.5,243.60196,0.0,31.82,18.71,1.8920001,1.56,2.01
-26.03611,30.99778,29-06-2011,137.7,17.9,0.69,155.6,142.70000000000002,7.1000000000000005,15.5,266.9994,0.0,28.119999,17.32,1.7930001,1.11,2.08
-27.937778,31.209444,29-06-2011,78.3,76.0,-3.46,154.3,82.30000000000001,4.1000000000000005,2.9,266.5014,0.0,28.3,17.25,1.8410001,1.0799999,2.26
-28.404444,30.013056,29-06-2011,95.0,65.6,-2.3,160.6,99.7,5.0,3.4,262.20132,0.0,29.06,15.54,1.6120001,1.29,2.3799999
-27.02314,28.59389,29-06-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-28.141944,26.417778,29-06-2011,79.5,113.4,1.73,192.90001,83.30000000000001,4.2,2.5,296.4991,0.0,29.789999,14.54,1.3440001,1.5899999,3.1899998
-28.1175,26.719444,29-06-2011,80.1,108.6,1.9,188.7,84.0,4.2,2.5,294.69687,0.0,29.539999,15.009999,1.363,1.5699999,2.99
-29.033333,23.983333,29-06-2011,42.7,175.0,1.3199999,217.7,45.0,2.2,0.2,323.20062,0.0,32.88,15.98,1.09,2.33,2.78
-30.568333,29.422778,29-06-2011,101.5,36.2,4.22,137.7,105.30000000000001,5.300000000000001,8.5,245.69667,0.0,24.699999,12.12,1.4660001,0.81,3.02
-25.447222,30.711667,29-06-2011,116.0,30.6,1.11,146.6,120.30000000000001,6.0,15.8,256.8974,0.0,27.359999,16.32,1.817,0.94,2.1299999
-27.01011111,26.69808333,30-06-2011,86.6,96.9,1.18,183.5,90.9,4.5,2.2,287.20337,0.0,29.289999,15.61,1.4740001,1.4599999,3.04
-22.935,28.004167,30-06-2011,77.700005,86.3,2.36,164.0,81.80000000000001,4.1000000000000005,0.3,244.29756,0.0,32.6,19.21,1.891,1.6999999,1.93
-22.91028,29.61111,30-06-2011,107.0,44.9,1.99,151.90001,112.60000000000001,5.6000000000000005,1.2,247.79927,0.0,30.48,18.59,1.9150001,1.35,1.66
-27.5275,30.858056,30-06-2011,102.700005,47.600002,-2.1,150.3,107.2,5.4,7.2000003,268.99924,0.0,27.09,15.63,1.705,0.98999995,2.12
-26.648056,27.089444,30-06-2011,89.6,81.3,1.02,170.90001,93.9,4.7,3.4,279.19608,0.0,28.599998,15.219999,1.5000001,1.3299999,2.61
-26.970278,27.211111,30-06-2011,91.8,82.1,1.3199999,173.90001,96.2,4.800000000000001,3.5,283.49615,0.0,28.859999,15.42,1.473,1.4,2.54
-26.880278,26.965,30-06-2011,89.6,85.9,1.26,175.5,93.9,4.7,3.3,282.0022,0.0,29.15,15.61,1.4970001,1.42,2.6499999
-27.38972222,26.46388889,30-06-2011,79.8,113.5,1.48,193.3,83.7,4.2,2.6000001,293.80368,0.0,30.07,15.54,1.4430001,1.5799999,3.27
-26.98472222,26.63227778,30-06-2011,87.4,94.0,1.4,181.40001,91.80000000000001,4.6000000000000005,2.5,285.10077,0.0,29.349998,15.679999,1.4790001,1.4699999,2.8999999
-34.065833,20.404167,10-01-2012,36.0,82.4,1.56,118.4,36.300000000000004,1.8,7.0,218.90027,0.0,23.84,12.36,1.342,0.85999995,2.76
-34.065833,20.404167,01-02-2012,11.400001,167.40001,-0.32999998,178.8,11.200000000000001,0.6000000000000001,5.3,305.20056,0.0,30.529999,17.39,1.7930001,1.4,2.31
-34.065833,20.404167,29-02-2012,11.400001,167.40001,-0.32999998,178.8,11.200000000000001,0.6000000000000001,5.3,305.20056,0.0,30.529999,17.39,1.7930001,1.4,2.31
-27.398611,26.614722,30-06-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-31.031389,28.883333,30-06-2011,98.0,40.9,3.1899998,138.90001,102.10000000000001,5.1000000000000005,7.0,235.49982,0.0,25.63,14.299999,1.5690001,0.9,2.99
-30.86013889,29.07125,30-06-2011,97.700005,42.9,3.77,140.6,101.60000000000001,5.1000000000000005,7.0,238.59839,0.0,26.07,14.799999,1.598,0.94,2.76
-30.77586667,29.03221667,30-06-2011,100.200005,41.3,3.8899999,141.5,104.30000000000001,5.2,6.6,239.90265,0.0,26.0,14.53,1.559,0.96,2.74
-27.356667,27.286389,30-06-2011,90.4,92.0,1.51,182.40001,94.80000000000001,4.7,3.0,290.30197,0.0,29.23,15.32,1.4440001,1.4699999,2.8799999
-33.897778,20.012778,30-06-2011,11.3,184.8,-1.8399999,196.1,11.0,0.5,4.9,321.6039,0.0,29.26,14.559999,1.325,1.55,3.11
-22.43772222,31.07805556,02-07-2011,106.700005,65.3,0.62,172.0,112.30000000000001,5.6000000000000005,0.5,263.40283,0.0,33.94,20.96,2.1990001,1.7099999,1.8499999
-28.760833,17.730278,03-07-2011,1.2,256.30002,1.42,257.5,1.3,0.1,0.0,325.30322,0.0,34.98,19.64,0.9480001,3.03,3.53
-29.7775,29.470833,04-07-2011,138.3,0.0,3.1999998,138.3,148.1,7.4,8.900001,255.10306,0.0,24.17,11.82,1.4020001,0.81,2.47
-29.987778,29.851667,04-07-2011,122.4,13.6,3.49,136.0,127.0,6.4,10.8,243.60196,0.0,25.42,13.759999,1.595,0.83,2.57
-29.744167,29.905833,04-07-2011,121.1,20.5,2.76,141.6,126.30000000000001,6.300000000000001,8.7,245.99704,0.0,26.31,14.46,1.608,0.94,2.48
-26.73806,27.59194,04-07-2011,92.0,76.1,1.05,168.1,96.30000000000001,4.800000000000001,4.1,276.00266,0.0,28.13,15.17,1.475,1.3,2.6
-30.830556,26.921389,05-07-2011,65.8,110.1,1.42,175.90001,68.9,3.4000000000000004,2.7,283.70166,0.0,27.859999,11.849999,1.264,1.31,3.1799998
-25.127778,27.628889,05-07-2011,107.1,62.2,1.31,169.3,112.2,5.6000000000000005,6.1,259.30038,0.0,31.17,17.97,1.789,1.52,2.32
-25.20639,27.558,05-07-2011,108.0,62.0,1.43,170.0,112.9,5.6000000000000005,6.5,260.20148,0.0,31.109999,17.91,1.7850001,1.52,2.3799999
-24.69514,27.40906,05-07-2011,115.6,57.3,1.74,172.90001,121.0,6.0,7.0,259.79837,0.0,31.609999,18.789999,1.8190001,1.61,2.35
-23.658056,31.05,05-07-2011,62.2,94.200005,0.66999996,156.40001,65.4,3.3000000000000003,1.2,258.59686,0.0,31.859999,20.039999,2.1430001,1.41,1.4699999
-30.733889,29.828333,05-07-2011,120.0,12.400001,4.36,132.40001,114.80000000000001,5.7,33.100002,232.10086,0.0,25.43,15.65,1.7520001,0.77,3.08
-27.169444,29.233889,05-07-2011,86.0,71.3,-2.02,157.3,90.0,4.5,4.0,272.69855,0.0,26.93,13.59,1.4410001,1.12,2.3799999
-34.065833,20.404167,21-01-2014,3.0,175.0,-2.82,178.0,3.1,0.2,1.8000001,306.79825,0.0,30.099998,16.57,1.6800001,1.41,2.26
-34.065833,20.404167,11-02-2014,3.0,175.0,-2.82,178.0,3.1,0.2,1.8000001,306.79825,0.0,30.099998,16.57,1.6800001,1.41,2.26
-34.065833,20.404167,11-03-2014,3.0,175.0,-2.82,178.0,3.1,0.2,1.8000001,306.79825,0.0,30.099998,16.57,1.6800001,1.41,2.26
-27.671111,27.236944,05-07-2011,89.8,93.1,1.62,182.90001,94.2,4.7,2.7,291.89868,0.0,29.48,15.049999,1.417,1.51,2.74
-28.69485,28.23487,05-07-2011,98.6,62.100002,1.8399999,160.7,103.4,5.2,3.1000001,283.29855,0.0,25.769999,12.639999,1.291,1.11,2.49
-28.883333,27.89,05-07-2011,101.0,63.2,2.09,164.2,105.80000000000001,5.300000000000001,3.3,284.00204,0.0,26.349998,12.929999,1.292,1.18,2.53
-29.161667,23.696389,06-07-2011,33.9,189.2,1.3199999,223.1,35.6,1.8,0.1,327.6983,0.0,33.57,16.69,1.028,2.54,2.74
-30.27402,30.69602,06-07-2011,124.4,10.0,3.1299999,134.40001,124.0,6.2,34.100002,230.29863,0.0,26.349998,19.369999,2.141,0.71,4.14
-27.00222,28.76528,06-07-2011,91.200005,70.4,0.7,161.6,95.4,4.800000000000001,5.0,273.7973,0.0,27.63,14.11,1.442,1.22,2.3899999
-27.02314,28.59389,06-07-2011,93.3,69.8,0.58,163.1,97.60000000000001,4.9,4.8,274.39804,0.0,27.8,14.2,1.4410001,1.25,2.4199998
-27.398611,26.614722,06-07-2011,80.9,111.0,1.3399999,191.90001,84.9,4.2,2.5,293.80368,0.0,29.939999,15.61,1.445,1.5699999,3.1999998
-34.065833,20.404167,24-02-2015,11.7,165.90001,-2.51,177.6,11.8,0.6000000000000001,4.5,318.90167,0.0,31.42,17.529999,1.748,1.5699999,1.56
-27.044444,27.005,06-07-2011,89.200005,89.5,1.43,178.7,93.5,4.7,3.3,284.90317,0.0,29.25,15.57,1.478,1.4499999,2.74
-34.405833,19.600556,06-07-2011,21.2,137.5,-2.95,158.7,20.3,1.0,9.0,315.9996,0.0,24.16,13.9,1.4440001,0.87,2.9099998
-27.495556,26.074722,06-07-2011,76.3,117.9,1.9499999,194.2,79.9,4.0,2.8,295.50314,0.0,29.939999,14.9,1.4030001,1.5699999,3.34
-28.376944,24.303056,07-07-2011,58.9,152.90001,1.65,211.8,62.0,3.1,0.3,316.1972,0.0,32.1,16.09,1.2160001,2.11,2.85
-34.065833,20.404167,27-10-2015,11.7,165.90001,-2.51,177.6,11.8,0.6000000000000001,4.5,318.90167,0.0,31.42,17.529999,1.748,1.5699999,1.56
-27.573056,24.746389,08-07-2011,71.5,136.90001,1.7199999,208.40001,75.2,3.8000000000000003,0.4,302.10342,0.0,31.66,15.66,1.401,1.8399999,3.4099998
-27.902778,24.615556,08-07-2011,67.200005,140.8,1.77,208.0,70.8,3.5,0.3,309.29657,0.0,32.02,15.94,1.3330001,1.9699999,2.95
-28.460833,21.248889,08-07-2011,49.600002,195.1,4.5,244.7,52.300000000000004,2.6,0.0,339.6974,0.0,33.62,16.89,0.952,2.6299999,3.34
-29.803611,30.516111,08-07-2011,116.5,17.7,2.84,134.2,120.7,6.0,11.3,237.60242,0.0,26.14,16.369999,1.863,0.77,2.86
-28.96362,19.15486,09-07-2011,2.3,260.7,0.96999997,263.0,2.4000000000000004,0.1,0.0,333.4036,0.0,38.61,20.02,1.3340001,3.29,3.28
-25.99136,27.84208,11-07-2011,70.1,103.0,-2.37,173.1,73.3,3.7,4.4,295.2004,0.0,30.16,16.039999,1.7830001,1.28,2.24
-26.45,28.085833,11-07-2011,62.4,108.200005,-2.58,170.6,65.2,3.3000000000000003,4.1,294.70203,0.0,29.74,14.88,1.7140001,1.23,2.22
-26.98472222,26.63227778,11-07-2011,45.100002,143.40001,-2.53,188.5,47.300000000000004,2.4000000000000004,2.3,306.1973,0.0,32.17,16.449999,1.7220001,1.63,2.32
-29.160278,26.573333,11-07-2011,53.100002,146.90001,1.06,200.0,55.6,2.8000000000000003,2.2,305.79697,0.0,33.16,15.32,1.483,1.9399999,2.6399999
-23.281,30.54305556,12-07-2011,81.200005,85.5,0.95,166.7,85.0,4.3,5.8,268.901,0.0,32.739998,20.33,2.2150002,1.48,1.8299999
-27.02314,28.59389,12-07-2011,63.2,105.1,-2.53,168.3,66.10000000000001,3.3000000000000003,4.4,292.39807,0.0,29.64,14.24,1.697,1.1999999,2.19
-26.648056,27.089444,12-07-2011,49.100002,130.6,-2.46,179.7,51.400000000000006,2.6,3.1000001,304.70218,0.0,30.83,15.46,1.7300001,1.39,2.22
-26.970278,27.211111,12-07-2011,50.8,130.5,-2.4299998,181.3,53.1,2.7,3.2,303.5012,0.0,31.05,15.639999,1.7040001,1.4499999,2.24
-26.880278,26.965,12-07-2011,47.8,134.3,-2.51,182.1,50.0,2.5,3.0,304.30185,0.0,31.41,15.87,1.7350001,1.48,2.19
-27.044444,27.005,12-07-2011,48.5,136.0,-2.47,184.5,50.7,2.5,3.0,304.30185,0.0,31.51,15.95,1.715,1.52,2.31
-29.160278,26.573333,12-07-2011,53.100002,146.90001,1.06,200.0,55.6,2.8000000000000003,2.2,305.79697,0.0,33.16,15.32,1.483,1.9399999,2.6399999
-30.160091,27.40124,12-07-2011,58.9,122.8,1.49,181.7,61.5,3.1,3.2,293.90137,0.0,31.189999,14.969999,1.516,1.62,2.33
-28.883333,27.89,12-07-2011,70.4,100.200005,1.3,170.6,73.7,3.7,3.0,284.49765,0.0,29.869999,14.219999,1.5690001,1.36,2.35
-34.039722,22.133333,12-07-2011,18.300001,146.5,1.64,164.8,18.1,0.9,6.3,305.39664,0.0,27.91,17.97,2.0700002,0.84999996,3.35
-32.502778,19.535833,12-07-2011,2.2,227.6,-2.02,229.8,2.2,0.1,1.2,332.39868,0.0,34.87,17.039999,1.4710001,2.31,3.05
-31.5653,18.3306,12-07-2011,0.7,222.0,-2.0,222.7,0.7000000000000001,0.0,0.3,327.3986,0.0,31.98,17.21,1.7160001,1.66,4.44
-34.005833,22.351111,12-07-2011,21.800001,136.8,1.4699999,158.6,21.6,1.1,7.0,303.99957,0.0,26.74,17.779999,2.049,0.74,3.79
-25.45963889,28.26430556,12-07-2011,67.0,110.0,-1.79,177.0,70.0,3.5,4.7000003,292.39807,0.0,31.91,17.05,1.9260001,1.43,2.1299999
-29.161667,23.696389,13-07-2011,31.4,195.2,0.96999997,226.6,33.1,1.7000000000000002,0.1,321.19754,0.0,36.809998,17.97,1.4030001,2.75,2.62
-25.81048333,27.90955222,13-07-2011,69.0,107.0,-2.1599998,176.0,72.10000000000001,3.6,4.6,295.2004,0.0,31.07,17.01,1.8620001,1.38,2.1599998
-29.641944,30.6875,13-07-2011,118.5,29.5,1.66,148.0,123.5,6.2,9.2,255.90245,0.0,30.06,19.51,2.3100002,0.96999997,2.11
-22.769722,30.886944,13-07-2011,66.8,107.8,-0.41,174.6,70.0,3.5,5.2000003,278.90115,0.0,33.32,20.0,2.2540002,1.5,2.02
-29.033333,23.983333,13-07-2011,35.8,186.1,0.94,221.90001,37.6,1.9000000000000001,0.2,319.40012,0.0,36.34,17.33,1.416,2.62,2.57
-34.02861,22.22222,13-07-2011,19.0,143.2,1.67,162.2,18.8,0.9,6.6,305.69894,0.0,27.289999,17.75,2.059,0.78,3.8
-31.860278,18.6875,14-07-2011,1.6,230.2,-2.1499999,231.8,1.6,0.1,0.8,328.80383,0.0,33.5,17.119999,1.595,1.99,3.9099998
-27.602222,29.942778,14-07-2011,86.3,81.0,-2.9099998,167.3,90.5,4.5,3.8,290.1023,0.0,29.97,15.089999,1.876,1.11,2.28
-27.3,28.586944,14-07-2011,63.4,104.700005,-2.51,168.1,66.3,3.3000000000000003,3.8,290.50262,0.0,29.55,14.099999,1.6830001,1.1999999,2.29
-27.573056,24.746389,14-07-2011,43.8,171.7,0.75,215.5,46.1,2.3000000000000003,0.4,317.39844,0.0,35.42,17.34,1.5870001,2.3,2.62
-29.033333,23.983333,14-07-2011,35.8,186.1,0.94,221.90001,37.6,1.9000000000000001,0.2,319.40012,0.0,36.34,17.33,1.416,2.62,2.57
-30.160091,27.40124,14-07-2011,58.9,122.8,1.49,181.7,61.5,3.1,3.2,293.90137,0.0,31.189999,14.969999,1.516,1.62,2.33
-30.336111,27.359444,14-07-2011,56.0,126.700005,1.5699999,182.7,58.5,2.9000000000000004,3.4,294.70203,0.0,31.13,14.58,1.5070001,1.5999999,2.4299998
-34.250556,20.9925,14-07-2011,12.1,174.7,1.52,186.8,11.100000000000001,0.6000000000000001,8.6,313.19904,0.0,30.519999,18.24,2.0540001,1.1999999,3.51
-25.362222,31.956667,15-07-2011,83.8,72.8,-1.8299999,156.6,87.30000000000001,4.4,10.6,258.50052,0.0,32.44,19.26,2.411,1.16,2.04
-25.14944444,31.94055556,15-07-2011,81.200005,78.5,-1.92,159.7,84.7,4.2,8.900001,261.49893,0.0,32.6,19.63,2.4020002,1.22,2.08
-29.658056,25.973333,15-07-2011,43.5,158.1,0.96999997,201.6,45.6,2.3000000000000003,1.9,309.39996,0.0,33.12,15.2,1.4050001,2.01,2.58
-31.000833,26.353056,15-07-2011,37.100002,159.1,0.85999995,196.2,38.900000000000006,1.9000000000000001,1.8000001,309.59604,0.0,31.48,13.88,1.3950001,1.7199999,2.79
-30.534167,24.961944,15-07-2011,34.100002,183.7,-1.51,217.8,35.9,1.8,0.0,315.60104,0.0,34.329998,16.26,1.393,2.26,2.95
-28.760833,17.730278,17-07-2011,0.4,249.40001,0.66999996,249.8,0.4,0.0,0.0,324.40018,0.0,37.14,21.439999,1.366,3.1,3.04
-26.861111,28.884722,18-07-2011,66.8,98.1,-2.56,164.90001,69.8,3.5,4.7000003,292.70038,0.0,28.96,13.759999,1.7030001,1.09,2.1699998
-26.73806,27.59194,18-07-2011,56.7,117.8,-2.4099998,174.5,59.300000000000004,3.0,3.7,298.99948,0.0,30.199999,15.29,1.7030001,1.3199999,2.1399999
-28.69485,28.23487,18-07-2011,69.3,95.700005,0.96,165.0,72.60000000000001,3.6,2.8,283.40286,0.0,28.76,13.599999,1.5630001,1.1999999,2.34
-25.127778,27.628889,19-07-2011,54.2,133.3,-1.4499999,187.5,56.5,2.8000000000000003,5.6,301.4015,0.0,33.51,18.449999,2.019,1.65,2.12
-25.20639,27.558,19-07-2011,53.4,132.5,-1.4399999,185.90001,55.7,2.8000000000000003,5.9,301.70377,0.0,33.239998,18.26,2.0140002,1.5999999,2.08
-24.69514,27.40906,19-07-2011,52.600002,135.1,0.72999996,187.7,54.800000000000004,2.7,6.4,300.69885,0.0,33.57,19.47,2.0400002,1.7099999,2.01
-27.169444,29.233889,19-07-2011,67.3,94.700005,-2.69,162.0,70.5,3.5,3.6000001,289.3997,0.0,28.599998,13.41,1.72,1.02,2.31
-33.38056,19.30167,19-07-2011,6.2000003,200.5,-3.29,206.7,5.300000000000001,0.30000000000000004,7.0,334.0,0.0,30.51,14.86,1.506,1.54,3.4499998
-33.31388889,19.07472222,19-07-2011,5.3,211.6,-3.61,216.90001,4.1000000000000005,0.2,8.8,327.7009,0.0,32.809998,17.43,1.7350001,1.77,3.48
-27.495556,26.074722,19-07-2011,41.9,158.8,0.84999996,200.7,43.800000000000004,2.2,2.6000001,313.101,0.0,32.829998,16.029999,1.6430001,1.78,2.73
-29.161667,23.696389,20-07-2011,31.4,195.2,0.96999997,226.6,33.1,1.7000000000000002,0.1,321.19754,0.0,36.809998,17.97,1.4030001,2.75,2.62
-27.01011111,26.69808333,20-07-2011,44.600002,144.7,-2.55,189.3,46.800000000000004,2.3000000000000003,2.0,307.89667,0.0,32.01,16.199999,1.7160001,1.5999999,2.3999999
-28.75,30.442778,20-07-2011,74.8,91.8,-2.75,166.6,78.5,3.9000000000000004,3.1000001,273.00238,0.0,32.469997,18.25,2.14,1.37,2.0
-29.161667,30.629722,20-07-2011,113.5,30.800001,1.5899999,144.3,118.5,5.9,7.4,264.20322,0.0,28.01,16.109999,2.0080001,0.81,2.09
-30.534167,24.961944,20-07-2011,34.100002,183.7,-1.51,217.8,35.9,1.8,0.0,315.60104,0.0,34.329998,16.26,1.393,2.26,2.95
-34.092222,21.295278,20-07-2011,12.7,168.7,1.41,181.40001,12.600000000000001,0.6000000000000001,4.6,313.19904,0.0,30.72,17.33,1.9650002,1.25,2.6299999
-33.13083,18.86278,20-07-2011,4.1,206.0,-3.8,210.1,3.4000000000000004,0.2,6.7000003,322.7008,0.0,33.37,18.369999,1.7680001,1.87,2.85
-31.000833,26.353056,21-07-2011,37.100002,159.1,0.85999995,196.2,38.900000000000006,1.9000000000000001,1.8000001,309.59604,0.0,31.48,13.88,1.3950001,1.7199999,2.79
-33.7075,18.97444444,21-07-2011,6.7000003,206.1,-3.49,212.8,5.2,0.30000000000000004,10.0,325.6012,0.0,32.05,18.16,1.8470001,1.5999999,3.79
-25.99136,27.84208,25-07-2011,70.1,103.0,-2.37,173.1,73.3,3.7,4.4,295.2004,0.0,30.16,16.039999,1.7830001,1.28,2.24
-26.861111,28.884722,25-07-2011,66.8,98.1,-2.56,164.90001,69.8,3.5,4.7000003,292.70038,0.0,28.96,13.759999,1.7030001,1.09,2.1699998
-26.006389,29.253889,26-07-2011,80.1,79.8,-2.44,159.90001,83.80000000000001,4.2,5.0,283.99927,0.0,28.64,13.95,1.7390001,1.03,2.2
-29.380556,30.2775,26-07-2011,84.0,60.100002,1.1999999,144.1,87.4,4.4,8.0,261.49893,0.0,27.92,15.0199995,1.9300001,0.82,2.33
-26.648056,27.089444,26-07-2011,49.100002,130.6,-2.46,179.7,51.400000000000006,2.6,3.1000001,304.70218,0.0,30.83,15.46,1.7300001,1.39,2.22
-26.880278,26.965,26-07-2011,47.8,134.3,-2.51,182.1,50.0,2.5,3.0,304.30185,0.0,31.41,15.87,1.7350001,1.48,2.19
-26.98472222,26.63227778,26-07-2011,45.100002,143.40001,-2.53,188.5,47.300000000000004,2.4000000000000004,2.3,306.1973,0.0,32.17,16.449999,1.7220001,1.63,2.32
-28.141944,26.417778,26-07-2011,48.8,147.6,0.9,196.40001,51.1,2.6,2.3,307.39832,0.0,32.64,16.09,1.5780001,1.8199999,2.54
-27.044444,27.005,26-07-2011,48.5,136.0,-2.47,184.5,50.7,2.5,3.0,304.30185,0.0,31.51,15.95,1.715,1.52,2.31
-33.501667,21.624167,26-07-2011,11.8,181.6,-1.29,193.40001,12.4,0.6000000000000001,0.1,321.59787,0.0,30.84,14.75,1.6150001,1.4599999,2.9199998
-25.45963889,28.26430556,26-07-2011,67.0,110.0,-1.79,177.0,70.0,3.5,4.7000003,292.39807,0.0,31.91,17.05,1.9260001,1.43,2.1299999
-29.161667,23.696389,27-07-2011,31.4,195.2,0.96999997,226.6,33.1,1.7000000000000002,0.1,321.19754,0.0,36.809998,17.97,1.4030001,2.75,2.62
-25.81048333,27.90955222,27-07-2011,69.0,107.0,-2.1599998,176.0,72.10000000000001,3.6,4.6,295.2004,0.0,31.07,17.01,1.8620001,1.38,2.1599998
