Latitude,Longitude,Sample Date,nir,green,swir16,swir22
-27.01011111,26.69808333,09-10-2012,11765.0,9940.0,11072.0,9754.5
-34.065833,20.404167,09-10-2012,11011.0,8248.0,8742.0,7989.0
-25.127778,27.628889,09-10-2012,,,,
-24.39619444,27.08983333,09-10-2012,,,,
-24.69514,27.40906,09-10-2012,14223.0,10177.0,14059.5,11452.0
-25.73411,27.21422,09-10-2012,,,,
-30.733889,29.828333,09-10-2012,14822.0,9450.5,14153.5,11043.0
-26.648056,27.089444,09-10-2012,,,,
-26.970278,27.211111,09-10-2012,9872.0,9824.0,9109.0,8584.0
-26.880278,26.965,09-10-2012,13898.5,10749.0,17607.5,14204.0
-27.802778,28.768333,09-10-2012,,,,
-26.98472222,26.63227778,09-10-2012,14718.5,11032.5,17442.0,14866.0
-29.160278,26.573333,09-10-2012,,,,
-28.69485,28.23487,09-10-2012,6304.0,4584.0,5474.5,4503.5
-28.883333,27.89,09-10-2012,15026.0,9744.0,12860.0,11680.0
-28.068333,31.55,09-10-2012,16417.5,10195.0,15704.0,12888.5
-30.830556,26.921389,10-10-2012,11348.0,9472.0,11758.5,10307.0
-25.20639,27.558,10-10-2012,,,,
-30.398056,30.601944,10-10-2012,15899.5,9013.0,11701.0,9252.5
-27.00222,28.76528,10-10-2012,,,,
-31.000833,26.353056,10-10-2012,12277.0,9856.0,13599.0,11538.0
-28.768056,20.720556,10-10-2012,12615.5,10338.5,13952.5,11599.0
-34.031944,22.053333,10-10-2012,12478.0,8860.0,11428.0,9920.0
-34.039722,22.133333,10-10-2012,19370.5,9954.0,14602.0,11194.0
-34.405833,19.600556,10-10-2012,,,,
-34.005833,22.351111,10-10-2012,6918.0,4467.0,6798.0,5516.5
-30.830556,26.921389,11-10-2012,11348.0,9472.0,11758.5,10307.0
-30.679722,26.7125,11-10-2012,,,,
-30.160091,27.40124,11-10-2012,14288.0,10736.0,15725.0,13194.5
-30.336111,27.359444,11-10-2012,9783.0,9712.0,8180.5,7977.0
-28.404444,30.013056,12-10-2012,12108.5,10063.5,15211.0,14613.5
-27.902778,24.615556,12-10-2012,14933.0,10789.5,17515.5,15273.5
-29.658056,25.973333,12-10-2012,13926.5,10111.0,14689.5,12679.0
-31.000833,26.353056,12-10-2012,12277.0,9856.0,13599.0,11538.0
-29.803611,30.516111,12-10-2012,13777.0,9496.5,13070.5,10970.0
-25.99136,27.84208,15-10-2012,16117.0,9841.0,14523.0,11468.5
-26.45,28.085833,15-10-2012,15975.5,10120.0,16067.5,12355.0
-33.31388889,19.07472222,15-10-2012,14585.5,9649.5,13676.0,11455.0
-29.161667,23.696389,16-10-2012,8116.0,10572.5,7649.0,7588.0
-27.01011111,26.69808333,16-10-2012,11765.0,9940.0,11072.0,9754.5
-25.681111,31.783333,16-10-2012,6043.5,4851.5,5807.0,4831.0
-29.380556,30.2775,16-10-2012,16022.0,12633.5,13908.0,12323.0
-26.648056,27.089444,16-10-2012,,,,
-26.970278,27.211111,16-10-2012,9872.0,9824.0,9109.0,8584.0
-26.880278,26.965,16-10-2012,13898.5,10749.0,17607.5,14204.0
-26.98472222,26.63227778,16-10-2012,14718.5,11032.5,17442.0,14866.0
-27.935,26.126667,16-10-2012,13114.0,10960.5,13099.0,12080.0
-29.160278,26.573333,16-10-2012,,,,
-29.1825,23.575556,16-10-2012,10043.0,9993.5,9518.5,8760.5
-34.250556,20.9925,16-10-2012,11967.0,8646.0,10783.0,9233.0
-33.7075,18.97444444,16-10-2012,14723.0,9748.5,12990.0,10629.5
-25.45963889,28.26430556,16-10-2012,15783.0,9857.5,13865.5,11355.0
-29.161667,23.696389,17-10-2012,8116.0,10572.5,7649.0,7588.0
-25.81048333,27.90955222,17-10-2012,5687.5,4719.5,5176.0,4437.5
-24.768889,31.39,17-10-2012,18874.5,12561.5,21280.5,18479.0
-24.9675,31.516667,17-10-2012,16193.0,9587.0,14405.0,11352.5
-27.937778,31.209444,17-10-2012,14587.5,9768.0,14097.5,11747.5
-27.169444,29.233889,17-10-2012,14414.0,10581.0,19141.5,15577.0
-27.00222,28.76528,17-10-2012,,,,
-27.802778,28.768333,17-10-2012,,,,
-32.595833,19.009444,17-10-2012,15930.5,9884.0,13610.0,10974.5
-28.058889,30.373611,17-10-2012,14155.0,10137.0,14413.0,11825.5
-31.860278,18.6875,18-10-2012,,,,
-27.273889,28.49,18-10-2012,14483.0,10369.5,10757.0,9036.5
-27.671111,27.236944,18-10-2012,11360.0,9824.5,11450.5,9884.0
-25.14944444,31.94055556,19-10-2012,14955.5,10709.0,16221.5,14086.5
-32.502778,19.535833,19-10-2012,17171.5,12180.5,19564.5,17277.5
-31.031389,28.883333,21-10-2012,12666.5,10755.5,11570.5,9713.0
-24.679167,30.8025,22-10-2012,13212.5,9804.5,16096.0,14959.5
-26.861111,28.884722,22-10-2012,,,,
-26.45,28.085833,22-10-2012,15975.5,10120.0,16067.5,12355.0
-31.396,29.2651,22-10-2012,14776.5,10811.5,8493.5,8144.0
-31.554722,29.245556,22-10-2012,,,,
-27.01011111,26.69808333,23-10-2012,11765.0,9940.0,11072.0,9754.5
-24.183889,30.823889,23-10-2012,13520.5,9747.0,13302.5,11431.5
-25.127778,27.628889,23-10-2012,,,,
-25.20639,27.558,23-10-2012,,,,
-24.69514,27.40906,23-10-2012,14223.0,10177.0,14059.5,11452.0
-28.747778,31.745833,23-10-2012,,,,
-26.648056,27.089444,23-10-2012,,,,
-26.970278,27.211111,23-10-2012,9872.0,9824.0,9109.0,8584.0
-26.880278,26.965,23-10-2012,13898.5,10749.0,17607.5,14204.0
-27.802778,28.768333,23-10-2012,12066.0,10388.0,11284.5,9970.5
-27.38972222,26.46388889,23-10-2012,11313.5,10475.0,10582.0,9894.5
-26.98472222,26.63227778,23-10-2012,14718.5,11032.5,17442.0,14866.0
-28.69485,28.23487,23-10-2012,6304.0,4584.0,5474.5,4503.5
-30.568333,29.422778,23-10-2012,,,,
-30.570833,29.150556,23-10-2012,14860.0,10452.5,14116.0,12066.5
-31.104278,29.399722,23-10-2012,14278.0,9613.5,10625.5,9265.5
-33.501667,21.624167,23-10-2012,15418.0,9519.5,11722.0,9432.0
-29.161667,23.696389,24-10-2012,8116.0,10572.5,7649.0,7588.0
-24.39619444,27.08983333,24-10-2012,,,,
-24.058889,31.237222,24-10-2012,16221.0,10486.0,15836.0,13381.5
-28.141944,26.417778,24-10-2012,13718.5,10852.0,17047.0,14496.0
-27.398611,26.614722,24-10-2012,14804.5,10419.0,14497.0,12355.5
-27.671111,27.236944,24-10-2012,15818.5,10789.5,14834.5,12462.0
-30.679722,26.7125,24-10-2012,,,,
-30.336111,27.359444,24-10-2012,9783.0,9712.0,8180.5,7977.0
-28.768056,20.720556,24-10-2012,12620.0,9830.0,12082.0,10700.5
-30.86013889,29.07125,24-10-2012,14041.5,10713.0,12067.0,10589.5
-30.77586667,29.03221667,24-10-2012,15862.0,10202.5,16019.0,12789.5
-33.13083,18.86278,24-10-2012,15951.5,10505.0,15080.0,12710.0
-28.75,30.442778,25-10-2012,,,,
-29.161667,30.629722,25-10-2012,14085.0,9926.0,16344.5,14874.5
-27.38972222,26.46388889,25-10-2012,11313.5,10475.0,10582.0,9894.5
-27.671111,27.236944,28-10-2012,15818.5,10789.5,14834.5,12462.0
-28.068333,31.55,28-10-2012,16417.5,10195.0,15704.0,12888.5
-25.99136,27.84208,29-10-2012,16117.0,9841.0,14523.0,11468.5
-27.00222,28.76528,29-10-2012,14442.0,10770.0,15227.0,12544.5
-26.45,28.085833,29-10-2012,15975.5,10120.0,16067.5,12355.0
-27.01011111,26.69808333,30-10-2012,11765.0,9940.0,11072.0,9754.5
-26.648056,27.089444,30-10-2012,,,,
-26.970278,27.211111,30-10-2012,9872.0,9824.0,9109.0,8584.0
-26.880278,26.965,30-10-2012,13898.5,10749.0,17607.5,14204.0
-26.98472222,26.63227778,30-10-2012,14718.5,11032.5,17442.0,14866.0
-29.160278,26.573333,30-10-2012,,,,
-25.45963889,28.26430556,30-10-2012,15783.0,9857.5,13865.5,11355.0
-28.338333,31.373611,30-10-2012,11596.5,10561.5,10001.0,9292.0
-25.57877778,29.12747222,30-10-2012,14619.5,9809.5,14271.0,11751.5
-29.161667,23.696389,31-10-2012,,,,
-25.81048333,27.90955222,31-10-2012,5687.5,4719.5,5176.0,4437.5
-29.641944,30.6875,31-10-2012,9590.0,7890.0,8373.5,7837.0
-22.769722,30.886944,31-10-2012,13370.0,9829.0,15844.0,13815.0
-28.44555556,32.325,21-02-2013,,,,
-26.73806,27.59194,31-10-2012,10586.5,9843.5,8672.5,8367.5
-23.658056,31.05,01-11-2012,13533.0,10044.0,16137.5,14864.0
-29.161667,23.696389,02-11-2012,,,,
-28.7115,24.07288889,02-11-2012,,,,
-29.1825,23.575556,02-11-2012,9445.5,10563.0,8605.0,8180.0
-29.7775,29.470833,05-11-2012,16252.0,9470.5,13655.0,10489.0
-29.987778,29.851667,05-11-2012,,,,
-29.744167,29.905833,05-11-2012,13403.0,9769.0,13512.0,10945.5
-26.970278,27.211111,05-11-2012,,,,
-26.45,28.085833,05-11-2012,15975.5,10120.0,16067.5,12355.0
-33.818056,19.694722,05-11-2012,14541.0,9654.0,13824.0,11586.5
-33.897778,20.012778,05-11-2012,13266.0,8849.0,9988.0,8545.0
-34.065833,20.404167,06-11-2012,11011.0,8248.0,8742.0,7989.0
-24.670833,28.560833,06-11-2012,15856.5,10474.0,17776.0,14412.0
-25.127778,27.628889,06-11-2012,,,,
-25.20639,27.558,06-11-2012,,,,
-24.39619444,27.08983333,06-11-2012,,,,
-24.69514,27.40906,06-11-2012,14223.0,10177.0,14059.5,11452.0
-26.03611,30.99778,06-11-2012,14225.5,10114.0,13542.0,11433.0
-27.363611,31.783333,06-11-2012,16672.5,9482.0,12991.0,9969.0
-30.733889,29.828333,06-11-2012,15863.0,9390.0,13768.5,10250.0
-27.38972222,26.46388889,06-11-2012,8384.0,9004.0,7970.0,7838.0
-27.398611,26.614722,06-11-2012,16571.0,10538.0,14938.5,12012.0
-27.671111,27.236944,06-11-2012,15818.5,10789.5,14834.5,12462.0
-29.160278,26.573333,06-11-2012,,,,
-28.69485,28.23487,06-11-2012,6304.0,4584.0,5474.5,4503.5
-28.883333,27.89,06-11-2012,15026.0,9744.0,12860.0,11680.0
-34.092222,21.295278,06-11-2012,17525.0,10106.5,16672.5,13391.5
-34.075556,20.145556,06-11-2012,15889.0,10534.0,16762.0,13492.5
-29.161667,23.696389,07-11-2012,,,,
-22.935,28.004167,07-11-2012,,,,
-26.905,32.324722,07-11-2012,19261.5,11536.0,12934.5,10518.0
-30.398056,30.601944,07-11-2012,17162.5,9231.0,11458.5,9097.5
-30.27402,30.69602,07-11-2012,16386.0,9951.0,12149.5,9854.5
-27.3,28.586944,07-11-2012,,,,
-29.615556,27.065278,07-11-2012,15666.5,10670.0,13752.5,11747.5
-34.405833,19.600556,07-11-2012,,,,
-27.01011111,26.69808333,08-11-2012,13465.0,9893.0,11953.5,10263.5
-30.830556,26.921389,08-11-2012,12512.0,9265.5,10885.0,9337.0
-22.91028,29.61111,08-11-2012,14339.5,10224.0,14795.0,11985.0
-26.861111,28.884722,08-11-2012,16702.0,10224.0,15283.0,12502.5
-27.00222,28.76528,08-11-2012,14442.0,10770.0,15227.0,12544.5
-27.02314,28.59389,08-11-2012,14489.5,11140.0,13288.5,11467.0
-26.648056,27.089444,08-11-2012,,,,
-26.880278,26.965,08-11-2012,13673.5,10100.5,15278.0,12620.0
-26.98472222,26.63227778,08-11-2012,15078.0,10385.0,15196.0,12427.5
-29.028629,24.638389,08-11-2012,15214.0,10247.0,14594.5,13002.0
-30.679722,26.7125,08-11-2012,11203.0,9985.5,7995.0,7866.5
-30.160091,27.40124,08-11-2012,15529.5,10326.5,16080.0,13284.5
-30.336111,27.359444,08-11-2012,33140.5,65535.0,65535.0,26157.5
-34.329722,18.990278,08-11-2012,13654.0,9276.0,13107.5,11045.5
-29.658056,25.973333,09-11-2012,13926.5,10111.0,14689.5,12679.0
-31.000833,26.353056,09-11-2012,,,,
-29.803611,30.516111,09-11-2012,19050.5,9938.0,14580.0,11072.5
-25.99136,27.84208,12-11-2012,16117.0,9841.0,14523.0,11468.5
-26.861111,28.884722,12-11-2012,16702.0,10224.0,15283.0,12502.5
-26.45,28.085833,12-11-2012,15975.5,10120.0,16067.5,12355.0
-27.671111,27.236944,12-11-2012,15818.5,10789.5,14834.5,12462.0
-33.38056,19.30167,12-11-2012,,,,
-32.502778,19.535833,12-11-2012,17171.5,12180.5,19564.5,17277.5
-27.01011111,26.69808333,13-11-2012,13465.0,9893.0,11953.5,10263.5
-31.860278,18.6875,13-11-2012,15426.0,10329.5,14039.5,11594.5
-25.73411,27.21422,13-11-2012,,,,
-22.43772222,31.07805556,13-11-2012,14338.5,10495.5,14794.0,12257.5
-29.380556,30.2775,13-11-2012,19285.5,9549.5,13860.0,10398.0
-27.169444,29.233889,13-11-2012,,,,
-27.00222,28.76528,13-11-2012,14442.0,10770.0,15227.0,12544.5
-26.970278,27.211111,13-11-2012,,,,
-26.880278,26.965,13-11-2012,13673.5,10100.5,15278.0,12620.0
-26.98472222,26.63227778,13-11-2012,15078.0,10385.0,15196.0,12427.5
-27.935,26.126667,13-11-2012,14335.0,10705.0,17813.5,15537.0
-32.595833,19.009444,13-11-2012,15930.5,9884.0,13610.0,10974.5
-25.45963889,28.26430556,13-11-2012,15783.0,9857.5,13865.5,11355.0
-29.161667,23.696389,14-11-2012,,,,
-25.81048333,27.90955222,14-11-2012,5687.5,4719.5,5176.0,4437.5
-27.3,28.586944,14-11-2012,,,,
-33.31388889,19.07472222,14-11-2012,14585.5,9649.5,13676.0,11455.0
-33.13083,18.86278,14-11-2012,15951.5,10505.0,15080.0,12710.0
-27.5275,30.858056,15-11-2012,13913.0,10072.0,15980.0,14371.5
-33.7075,18.97444444,15-11-2012,14723.0,9748.5,12990.0,10629.5
-34.250556,20.9925,16-11-2012,13387.0,9041.5,12897.0,10422.0
-24.679167,30.8025,19-11-2012,13212.5,9804.5,16096.0,14959.5
-26.45,28.085833,19-11-2012,15975.5,10120.0,16067.5,12355.0
-28.116667,26.725278,19-11-2012,,,,
-29.160278,26.573333,19-11-2012,,,,
-27.01011111,26.69808333,20-11-2012,13465.0,9893.0,11953.5,10263.5
-24.183889,30.823889,20-11-2012,13520.5,9747.0,13302.5,11431.5
-25.127778,27.628889,20-11-2012,,,,
-25.20639,27.558,20-11-2012,,,,
-26.861111,28.884722,20-11-2012,16702.0,10224.0,15283.0,12502.5
-27.00222,28.76528,20-11-2012,14549.5,10035.0,14247.0,11181.0
-26.648056,27.089444,20-11-2012,,,,
-26.970278,27.211111,20-11-2012,,,,
-26.880278,26.965,20-11-2012,13673.5,10100.5,15278.0,12620.0
-26.98472222,26.63227778,20-11-2012,15078.0,10385.0,15196.0,12427.5
-31.396,29.2651,20-11-2012,14776.5,10811.5,8493.5,8144.0
-31.554722,29.245556,20-11-2012,,,,
-34.031944,22.053333,20-11-2012,12478.0,8860.0,11428.0,9920.0
-34.039722,22.133333,20-11-2012,19370.5,9954.0,14602.0,11194.0
-29.161667,23.696389,21-11-2012,,,,
-28.7115,24.07288889,21-11-2012,,,,
-28.747778,31.745833,21-11-2012,,,,
-28.141944,26.417778,21-11-2012,14799.0,9810.0,16112.0,13543.0
-30.27402,30.69602,10-10-2012,14796.5,9576.0,12173.0,9694.0
-29.160278,26.573333,21-11-2012,,,,
-30.570833,29.150556,21-11-2012,14860.0,10452.5,14116.0,12066.5
-31.104278,29.399722,21-11-2012,14263.0,9567.5,10545.0,9021.0
-34.02861,22.22222,21-11-2012,17257.0,9173.5,12533.5,9908.5
-34.005833,22.351111,21-11-2012,16635.5,9697.0,14930.0,11807.5
-29.140556,31.391944,22-11-2012,,,,
-24.39619444,27.08983333,22-11-2012,,,,
-28.75,30.442778,22-11-2012,,,,
-27.38972222,26.46388889,22-11-2012,8384.0,9004.0,7970.0,7838.0
-27.671111,27.236944,22-11-2012,15401.5,10162.5,15051.5,12406.0
-30.568333,29.422778,22-11-2012,,,,
-31.031389,28.883333,22-11-2012,12844.0,10818.0,11449.0,9787.0
-30.86013889,29.07125,22-11-2012,14041.5,10713.0,12067.0,10589.5
-30.77586667,29.03221667,22-11-2012,15862.0,10202.5,16019.0,12789.5
-25.99136,27.84208,26-11-2012,16117.0,9841.0,14523.0,11468.5
-26.73806,27.59194,26-11-2012,,,,
-26.45,28.085833,26-11-2012,15975.5,10120.0,16067.5,12355.0
-33.818056,19.694722,26-11-2012,21971.0,18230.5,20731.0,18861.0
-33.897778,20.012778,26-11-2012,12797.0,8855.0,9998.0,8473.0
-34.065833,20.404167,27-11-2012,11011.0,8248.0,8742.0,7989.0
-28.404444,30.013056,27-11-2012,13935.0,9521.0,14593.0,12347.5
-27.169444,29.233889,27-11-2012,,,,
-26.861111,28.884722,27-11-2012,,,,
-27.3,28.586944,27-11-2012,15219.5,10601.0,17653.0,14843.0
-29.042222,24.6,27-11-2012,10914.5,9506.0,9258.0,8551.0
-29.028629,24.638389,27-11-2012,15689.0,10451.0,14240.0,12139.0
-33.501667,21.624167,27-11-2012,15418.0,9519.5,11722.0,9432.0
-34.075556,20.145556,27-11-2012,15889.0,10534.0,16762.0,13492.5
-25.45963889,28.26430556,27-11-2012,15783.0,9857.5,13865.5,11355.0
-28.338333,31.373611,27-11-2012,,,,
-28.068333,31.55,27-11-2012,16417.5,10195.0,15704.0,12888.5
-25.57877778,29.12747222,27-11-2012,14619.5,9809.5,14271.0,11751.5
-29.161667,23.696389,28-11-2012,,,,
-27.01011111,26.69808333,28-11-2012,13465.0,9893.0,11953.5,10263.5
-25.81048333,27.90955222,28-11-2012,5687.5,4719.5,5176.0,4437.5
-26.648056,27.089444,28-11-2012,,,,
-26.970278,27.211111,28-11-2012,,,,
-26.880278,26.965,28-11-2012,13673.5,10100.5,15278.0,12620.0
-27.802778,28.768333,28-11-2012,,,,
-26.98472222,26.63227778,28-11-2012,15078.0,10385.0,15196.0,12427.5
-34.405833,19.600556,28-11-2012,,,,
-29.641944,30.6875,29-11-2012,18513.5,9245.0,13322.5,9780.5
-25.73411,27.21422,29-11-2012,,,,
-24.925278,29.324444,29-11-2012,,,,
-27.398611,26.614722,29-11-2012,16571.0,10538.0,14938.5,12012.0
-34.329722,18.990278,29-11-2012,13654.0,9276.0,13107.5,11045.5
-29.7775,29.470833,03-12-2012,16252.0,9470.5,13655.0,10489.0
-29.987778,29.851667,03-12-2012,19007.5,9585.5,13708.5,10278.0
-29.744167,29.905833,03-12-2012,,,,
-26.970278,27.211111,03-12-2012,,,,
-26.45,28.085833,03-12-2012,15975.5,10120.0,16067.5,12355.0
-33.31388889,19.07472222,03-12-2012,14585.5,9649.5,13676.0,11455.0
-25.127778,27.628889,04-12-2012,,,,
-25.20639,27.558,04-12-2012,,,,
-24.39619444,27.08983333,04-12-2012,,,,
-24.69514,27.40906,04-12-2012,14223.0,10177.0,14059.5,11452.0
-22.769722,30.886944,04-12-2012,13370.0,9829.0,15844.0,13815.0
-27.363611,31.783333,04-12-2012,19873.0,9504.0,13403.5,9667.0
-30.733889,29.828333,04-12-2012,19523.0,12644.0,14654.5,11805.0
-26.861111,28.884722,04-12-2012,,,,
-27.02314,28.59389,04-12-2012,6346.0,4967.5,5314.5,4489.5
-27.671111,27.236944,04-12-2012,,,,
-28.69485,28.23487,04-12-2012,15407.5,9238.0,11940.5,9756.5
-29.615556,27.065278,04-12-2012,15666.5,10670.0,13752.5,11747.5
-34.092222,21.295278,04-12-2012,17160.5,10770.0,19632.5,15544.0
-33.13083,18.86278,04-12-2012,15951.5,10505.0,15080.0,12710.0
-33.7075,18.97444444,04-12-2012,14723.0,9748.5,12990.0,10629.5
-29.161667,23.696389,05-12-2012,,,,
-27.01011111,26.69808333,05-12-2012,13465.0,9893.0,11953.5,10263.5
-30.398056,30.601944,05-12-2012,17162.5,9231.0,11458.5,9097.5
-27.00222,28.76528,05-12-2012,14549.5,10035.0,14247.0,11181.0
-26.648056,27.089444,05-12-2012,,,,
-26.880278,26.965,05-12-2012,13673.5,10100.5,15278.0,12620.0
-27.273889,28.49,05-12-2012,13237.5,9587.0,10065.5,8689.0
-27.3,28.586944,05-12-2012,15219.5,10601.0,17653.0,14843.0
-26.98472222,26.63227778,05-12-2012,15078.0,10385.0,15196.0,12427.5
-30.336111,27.359444,05-12-2012,12000.0,10045.0,7953.0,7744.0
-28.768056,20.720556,05-12-2012,12410.0,10055.0,11471.5,10183.0
-34.039722,22.133333,05-12-2012,,,,
-32.595833,19.009444,05-12-2012,15930.5,9884.0,13610.0,10974.5
-31.860278,18.6875,06-12-2012,14944.0,10594.5,14694.0,12220.0
-30.830556,26.921389,06-12-2012,12707.0,9615.0,10693.5,9499.5
-23.658056,31.05,06-12-2012,13533.0,10044.0,16137.5,14864.0
-26.905,32.324722,06-12-2012,19261.5,11536.0,12934.5,10518.0
-26.98472222,26.63227778,06-12-2012,15078.0,10385.0,15196.0,12427.5
-31.000833,26.353056,06-12-2012,,,,
-30.679722,26.7125,06-12-2012,,,,
-33.501667,21.624167,06-12-2012,15418.0,9519.5,11722.0,9432.0
-33.38056,19.30167,06-12-2012,,,,
-29.803611,30.516111,06-12-2012,19050.5,9938.0,14580.0,11072.5
-29.658056,25.973333,07-12-2012,13926.5,10111.0,14689.5,12679.0
-28.96362,19.15486,08-12-2012,,,,
-25.99136,27.84208,10-12-2012,16117.0,9841.0,14523.0,11468.5
-29.380556,30.2775,10-12-2012,19285.5,9549.5,13860.0,10398.0
-26.73806,27.59194,10-12-2012,,,,
-26.45,28.085833,10-12-2012,15975.5,10120.0,16067.5,12355.0
-27.671111,27.236944,10-12-2012,,,,
-30.86013889,29.07125,10-12-2012,14535.5,10775.0,10877.0,9569.0
-31.104278,29.399722,10-12-2012,,,,
-31.396,29.2651,10-12-2012,,,,
-31.554722,29.245556,10-12-2012,18169.5,9283.5,12925.0,9745.0
-34.005833,22.351111,10-12-2012,16635.5,9697.0,14930.0,11807.5
-27.01011111,26.69808333,11-12-2012,13465.0,9893.0,11953.5,10263.5
-26.861111,28.884722,11-12-2012,,,,
-27.00222,28.76528,11-12-2012,14549.5,10035.0,14247.0,11181.0
-26.970278,27.211111,11-12-2012,,,,
-26.880278,26.965,11-12-2012,13673.5,10100.5,15278.0,12620.0
-26.98472222,26.63227778,11-12-2012,15078.0,10385.0,15196.0,12427.5
-30.77586667,29.03221667,11-12-2012,15671.5,10150.0,14649.0,11748.0
-25.45963889,28.26430556,11-12-2012,15783.0,9857.5,13865.5,11355.0
-25.81048333,27.90955222,12-12-2012,5687.5,4719.5,5176.0,4437.5
-27.5275,30.858056,12-12-2012,17631.5,9718.0,13967.0,10998.5
-28.141944,26.417778,12-12-2012,14752.0,9836.0,16044.5,13504.0
-28.1175,26.719444,12-12-2012,14141.5,10135.0,14799.5,12584.5
-30.568333,29.422778,12-12-2012,17122.0,9534.0,12433.5,9598.5
-31.031389,28.883333,12-12-2012,11054.0,10468.0,9948.0,8561.0
-30.570833,29.150556,12-12-2012,14351.0,10193.5,11653.0,9890.0
-34.250556,20.9925,12-12-2012,13114.0,9212.0,13309.0,10614.0
-24.670833,28.560833,13-12-2012,15856.5,10474.0,17776.0,14412.0
-27.937778,31.209444,13-12-2012,16482.0,9073.0,12664.0,9797.0
-27.398611,26.614722,13-12-2012,16571.0,10538.0,14938.5,12012.0
-27.671111,27.236944,13-12-2012,,,,
-22.43772222,31.07805556,14-12-2012,14338.5,10495.5,14794.0,12257.5
-28.96362,19.15486,15-12-2012,,,,
-28.735556,29.820556,17-12-2012,17523.5,9577.5,12628.5,9322.0
-28.7115,24.07288889,18-12-2012,13230.5,10488.5,12891.5,11447.0
-25.127778,27.628889,18-12-2012,,,,
-25.20639,27.558,18-12-2012,,,,
-24.69514,27.40906,18-12-2012,14223.0,10177.0,14059.5,11452.0
-26.45,28.085833,18-12-2012,15975.5,10120.0,16067.5,12355.0
-29.1825,23.575556,18-12-2012,,,,
-33.501667,21.624167,18-12-2012,15418.0,9519.5,11722.0,9432.0
-29.161667,23.696389,19-12-2012,8482.0,11021.0,7692.0,7592.0
-27.01011111,26.69808333,19-12-2012,13465.0,9893.0,11953.5,10263.5
-24.39619444,27.08983333,19-12-2012,,,,
-28.404444,30.013056,19-12-2012,15864.0,10195.0,15620.0,12909.5
-26.861111,28.884722,19-12-2012,,,,
-27.00222,28.76528,19-12-2012,14549.5,10035.0,14247.0,11181.0
-26.648056,27.089444,19-12-2012,15815.5,9447.0,13855.0,10529.0
-26.970278,27.211111,19-12-2012,,,,
-26.880278,26.965,19-12-2012,13673.5,10100.5,15278.0,12620.0
-26.98472222,26.63227778,19-12-2012,15078.0,10385.0,15196.0,12427.5
-28.768056,20.720556,19-12-2012,12705.0,10298.0,11398.0,10149.5
-28.75,30.442778,20-12-2012,,,,
-29.161667,30.629722,20-12-2012,16134.5,9815.5,15933.5,13521.5
-28.96362,19.15486,22-12-2012,10013.0,10361.5,9695.0,8939.5
-28.96362,19.15486,29-12-2012,10335.0,10422.0,9839.5,9505.5
-25.14944444,31.94055556,01-01-2013,16423.0,10571.5,15494.5,12795.5
-27.00222,28.76528,01-01-2013,13606.0,9506.5,11648.0,9469.5
-25.127778,27.628889,02-01-2013,13829.0,9689.0,16460.0,14623.0
-25.99136,27.84208,02-01-2013,,,,
-25.20639,27.558,02-01-2013,15620.5,9889.0,13224.0,11259.0
-30.160091,27.40124,02-01-2013,14915.5,9741.0,13507.0,11374.0
-28.96362,19.15486,02-01-2013,10335.0,10422.0,9839.5,9505.5
-25.81048333,27.90955222,03-01-2013,14829.5,9586.5,13398.0,10507.0
-26.73806,27.59194,03-01-2013,9721.0,9419.5,8218.0,7885.5
-27.398611,26.614722,03-01-2013,16088.5,9717.5,12591.0,10464.0
-27.671111,27.236944,03-01-2013,16287.5,10091.0,13884.5,11369.5
-25.45963889,28.26430556,03-01-2013,15783.0,9857.5,13865.5,11355.0
-27.01011111,26.69808333,04-01-2013,14246.5,9329.0,10942.0,9047.0
-26.648056,27.089444,04-01-2013,15815.5,9447.0,13855.0,10529.0
-26.970278,27.211111,04-01-2013,,,,
-26.880278,26.965,04-01-2013,14628.5,9549.5,15172.5,11717.0
-26.98472222,26.63227778,04-01-2013,16847.5,9912.0,15294.0,11757.5
-28.96362,19.15486,05-01-2013,10331.5,10433.0,10252.0,9604.0
-25.99136,27.84208,07-01-2013,,,,
-28.747778,31.745833,07-01-2013,,,,
-29.7775,29.470833,07-01-2013,13699.5,9243.5,10524.5,8762.5
-29.744167,29.905833,07-01-2013,14214.0,9487.0,13093.5,10407.0
-26.45,28.085833,07-01-2013,15975.5,10120.0,16067.5,12355.0
-28.768056,20.720556,07-01-2013,5178.0,4991.0,4958.5,4515.5
-27.01011111,26.69808333,08-01-2013,14246.5,9329.0,10942.0,9047.0
-23.658056,31.05,08-01-2013,16174.5,9479.5,14060.0,11273.0
-27.169444,29.233889,08-01-2013,,,,
-26.861111,28.884722,08-01-2013,17954.5,9968.0,14797.5,11547.0
-26.648056,27.089444,08-01-2013,15815.5,9447.0,13855.0,10529.0
-26.970278,27.211111,08-01-2013,,,,
-26.880278,26.965,08-01-2013,14628.5,9549.5,15172.5,11717.0
-26.98472222,26.63227778,08-01-2013,16847.5,9912.0,15294.0,11757.5
-29.160278,26.573333,08-01-2013,15503.5,9830.0,13841.0,11104.0
-28.883333,27.89,08-01-2013,15177.0,9400.5,11677.5,9847.0
-25.45963889,28.26430556,08-01-2013,15783.0,9857.5,13865.5,11355.0
-25.81048333,27.90955222,09-01-2013,14829.5,9586.5,13398.0,10507.0
