Latitude,Longitude,Sample Date,distance_to_dam_km,dam_count_within_5km,dam_area_sum_within_5km,dam_count_within_10km,dam_area_sum_within_10km,dam_count_within_25km,dam_area_sum_within_25km,sample_elevation,position_relative_to_dam,TYPE,AREA,PERIMETER,AREA_KM2,Shape_Length,Shape_Area,area_perimeter_ratio,compactness,log1p_area,log1p_perimeter,shape_factor,season,evap_proxy
-26.98472222,26.63227778,10-09-2012,20.46689481,0,0,0,0,1,0.000265164,1289,downstream,RESERVOIR,0.000265164,0.162562072,2.65E-10,0.162562074,0.000265164,0.001631153,0.126091333,0.000265128,0.150626254,9.983028588,4,2.65E-10
-29.160278,26.573333,10-09-2012,13.76448291,0,0,0,0,4,0.001187564,1336,upstream,RESERVOIR,5.83E-07,0.003624692,5.83E-13,0.003624692,5.83E-07,0.000160773,0.557381246,5.83E-07,0.003618138,4.748197289,4,5.83E-13
-34.065833,20.404167,11-09-2012,13.98645665,0,0,0,0,2,0.000198879,63,downstream,RESERVOIR,0.0001249,0.110822752,1.25E-10,0.110822752,0.0001249,0.001127027,0.127795367,0.000124892,0.105100959,9.916247946,4,1.25E-10
-25.127778,27.628889,11-09-2012,19.69636163,0,0,0,0,1,0.001261172,957,downstream,RESERVOIR,0.001261172,0.359773606,1.26E-09,0.359773612,0.001261172,0.00350546,0.122440633,0.001260377,0.307318224,10.13076284,4,1.26E-09
-24.39619444,27.08983333,11-09-2012,58.08964818,0,0,0,0,0,0,887,downstream,RESERVOIR,0.000114786,0.062188707,1.15E-10,0.062188704,0.000114786,0.001845774,0.37297248,0.00011478,0.060331595,5.804523016,4,1.15E-10
-24.69514,27.40906,11-09-2012,37.0174051,0,0,0,0,0,0,912,downstream,RESERVOIR,0.000114786,0.062188707,1.15E-10,0.062188704,0.000114786,0.001845774,0.37297248,0.00011478,0.060331595,5.804523016,4,1.15E-10
-27.363611,31.783333,11-09-2012,14.54939859,0,0,0,0,2,0.011340397,162,upstream,ISLAND,1.15E-06,0.003922143,1.15E-12,0.003922142,1.15E-06,0.00029332,0.939784895,1.15E-06,0.003914471,3.656711534,4,1.15E-12
-30.733889,29.828333,11-09-2012,30.61500603,0,0,0,0,0,0,619,upstream,RESERVOIR,1.72E-05,0.030951457,1.72E-11,0.030951456,1.72E-05,0.000554831,0.225262706,1.72E-05,0.030482119,7.468962579,4,1.72E-11
-26.970278,27.211111,11-09-2012,31.01044938,0,0,0,0,0,0,1325,downstream,RESERVOIR,5.08E-05,0.030107243,5.08E-11,0.030107245,5.08E-05,0.001687718,0.704431514,5.08E-05,0.029662919,4.223626866,4,5.08E-11
-26.45,28.085833,11-09-2012,25.25862729,0,0,0,0,0,0,1475,downstream,RESERVOIR,8.53E-06,0.011252279,8.53E-12,0.011252278,8.53E-06,0.000758416,0.846987559,8.53E-06,0.011189442,3.851823837,4,8.53E-12
-28.69485,28.23487,11-09-2012,46.70356329,0,0,0,0,0,0,1599,downstream,RESERVOIR,3.34E-05,0.045932263,3.34E-11,0.045932261,3.34E-05,0.000727408,0.199007773,3.34E-05,0.044908604,7.946390662,4,3.34E-11
-29.615556,27.065278,11-09-2012,11.06179645,0,0,0,0,2,0.000118444,1433,downstream,NATURAL,8.73E-05,0.052031197,8.73E-11,0.052031198,8.73E-05,0.001678305,0.405337572,8.73E-05,0.050722769,5.567965057,4,8.73E-11
-28.883333,27.89,11-09-2012,75.32058541,0,0,0,0,0,0,1552,downstream,RESERVOIR,0.000180277,0.129733369,1.80E-10,0.129733368,0.000180277,0.001389595,0.134600387,0.000180261,0.121981648,9.662328035,4,1.80E-10
-33.897778,20.012778,11-09-2012,20.87702094,0,0,0,0,1,9.92E-06,137,downstream,RESERVOIR,9.92E-06,0.023619497,9.92E-12,0.023619497,9.92E-06,0.000419972,0.223439174,9.92E-06,0.023344872,7.499378501,4,9.92E-12
-29.161667,23.696389,12-09-2012,21.98082863,0,0,0,0,1,0.000112045,986,downstream,RESERVOIR,0.000112045,0.171907246,1.12E-10,0.17190724,0.000112045,0.000651775,0.047644563,0.000112039,0.158632542,16.24045752,4,1.12E-10
-25.20639,27.558,12-09-2012,14.61042115,0,0,0,0,5,0.001872681,957,downstream,ISLAND,1.72E-06,0.005231775,1.72E-12,0.005231775,1.72E-06,0.00032842,0.788841635,1.72E-06,0.005218137,3.991259999,4,1.72E-12
-22.769722,30.886944,12-09-2012,52.02360524,0,0,0,0,0,0,431,downstream,RESERVOIR,0.000158509,0.165149614,1.59E-10,0.165149622,0.000158509,0.000959793,0.073031456,0.000158497,0.152849509,13.11746613,4,1.59E-10
-28.44555556,32.325,24-01-2013,18.88732386,0,0,0,0,13,0.000601112,9,upstream,NATURAL,0.000348709,0.074972503,3.49E-10,0.074972502,0.000348709,0.004651153,0.779593964,0.000348648,0.072295081,4.014862702,1,5.23E-10
-26.905,32.324722,12-09-2012,47.3831665,0,0,0,0,0,0,37,upstream,NATURAL,0.000135619,0.055584591,1.36E-10,0.055584593,0.000135619,0.002439874,0.5515983,0.00013561,0.05409473,4.773022398,4,1.36E-10
-30.398056,30.601944,12-09-2012,9.82573805,0,0,1,7.01E-06,2,2.46E-05,71,downstream,RESERVOIR,7.01E-06,0.01708124,7.01E-12,0.017081241,7.01E-06,0.000410288,0.301841998,7.01E-06,0.016936997,6.452308125,4,7.01E-12
-30.27402,30.69602,12-09-2012,5.822940041,0,0,1,1.76E-05,3,5.27E-05,30,downstream,RESERVOIR,1.76E-05,0.030451382,1.76E-11,0.030451383,1.76E-05,0.000578431,0.238700933,1.76E-05,0.029996942,7.255675874,4,1.76E-11
-30.160091,27.40124,12-09-2012,27.03863686,0,0,0,0,0,0,1420,downstream,RESERVOIR,9.40E-05,0.070802614,9.40E-11,0.070802612,9.40E-05,0.001327958,0.235692006,9.40E-05,0.068408472,7.301843253,4,9.40E-11
-30.336111,27.359444,12-09-2012,17.97910523,0,0,0,0,1,9.40E-05,1389,downstream,RESERVOIR,9.40E-05,0.070802614,9.40E-11,0.070802612,9.40E-05,0.001327958,0.235692006,9.40E-05,0.068408472,7.301843253,4,9.40E-11
-28.768056,20.720556,12-09-2012,85.98371727,0,0,0,0,0,0,659,downstream,RESERVOIR,0.000350832,0.118203923,3.51E-10,0.118203914,0.000350832,0.002968022,0.315533235,0.00035077,0.11172375,6.310770358,4,3.51E-10
-34.405833,19.600556,12-09-2012,22.62465534,0,0,0,0,1,0.00101205,69,upstream,NATURAL,0.00101205,0.397481889,1.01E-09,0.397481889,0.00101205,0.002546154,0.080496533,0.001011538,0.334671966,12.494427,4,1.01E-09
-30.830556,26.921389,13-09-2012,45.09959515,0,0,0,0,0,0,1336,downstream,RESERVOIR,7.21E-05,0.047849361,7.21E-11,0.047849358,7.21E-05,0.001507839,0.395994098,7.21E-05,0.046739833,5.633270107,4,7.21E-11
-27.00222,28.76528,13-09-2012,32.88051842,0,0,0,0,0,0,1500,downstream,RESERVOIR,7.40E-05,0.040428877,7.40E-11,0.040428877,7.40E-05,0.001829314,0.568599338,7.40E-05,0.03963301,4.701124547,4,7.40E-11
-26.648056,27.089444,13-09-2012,2.25450849,1,4.93E-05,2,0.000100075,4,0.000812748,1358,in_dam,RESERVOIR,4.93E-05,0.043321159,4.93E-11,0.043321157,4.93E-05,0.001137138,0.32985493,4.93E-05,0.042409045,6.172249065,4,4.93E-11
-31.000833,26.353056,13-09-2012,57.56965257,0,0,0,0,0,0,1378,downstream,RESERVOIR,7.21E-05,0.047849361,7.21E-11,0.047849358,7.21E-05,0.001507839,0.395994098,7.21E-05,0.046739833,5.633270107,4,7.21E-11
-30.679722,26.7125,13-09-2012,19.57648072,0,0,0,0,1,7.21E-05,1300,downstream,RESERVOIR,7.21E-05,0.047849361,7.21E-11,0.047849358,7.21E-05,0.001507839,0.395994098,7.21E-05,0.046739833,5.633270107,4,7.21E-11
-34.329722,18.990278,13-09-2012,9.758136833,0,0,1,6.27E-05,14,0.002350897,6,downstream,RESERVOIR,6.27E-05,0.129161045,6.27E-11,0.129161038,6.27E-05,0.000485564,0.047241637,6.27E-05,0.121474913,16.30956815,4,6.27E-11
-27.573056,24.746389,14-09-2012,11.71025372,0,0,0,0,1,9.73E-05,1093,downstream,RESERVOIR,9.73E-05,0.075963773,9.73E-11,0.075963773,9.73E-05,0.001281074,0.211922742,9.73E-05,0.073216793,7.700450794,4,9.73E-11
-29.658056,25.973333,14-09-2012,2.711428022,1,7.48E-05,1,7.48E-05,2,0.000123883,1329,in_dam,RESERVOIR,7.48E-05,0.09177725,7.48E-11,0.091777251,7.48E-05,0.000814655,0.111544547,7.48E-05,0.087806874,10.61404099,4,7.48E-11
-29.803611,30.516111,14-09-2012,20.0185311,0,0,0,0,3,0.000102059,605,upstream,ISLAND,5.35E-07,0.004745829,5.35E-13,0.004745829,5.35E-07,0.000112825,0.29874797,5.35E-07,0.004734603,6.485634203,4,5.35E-13
-29.161667,23.696389,17-09-2012,21.98082863,0,0,0,0,1,0.000112045,986,downstream,RESERVOIR,0.000112045,0.171907246,1.12E-10,0.17190724,0.000112045,0.000651775,0.047644563,0.000112039,0.158632542,16.24045752,4,1.12E-10
-25.99136,27.84208,17-09-2012,27.23497808,0,0,0,0,0,0,1365,upstream,RESERVOIR,0.001555983,0.380313367,1.56E-09,0.380313363,0.001555983,0.004091317,0.135185903,0.001554773,0.322310548,9.641380633,4,1.56E-09
-26.73806,27.59194,17-09-2012,9.857310093,0,0,1,2.00E-06,5,0.001131551,1422,downstream,ISLAND,2.00E-06,0.010495495,2.00E-12,0.010495495,2.00E-06,0.000190351,0.227909459,2.00E-06,0.0104408,7.42546673,4,2.00E-12
-26.45,28.085833,17-09-2012,25.25862729,0,0,0,0,0,0,1475,downstream,RESERVOIR,8.53E-06,0.011252279,8.53E-12,0.011252278,8.53E-06,0.000758416,0.846987559,8.53E-06,0.011189442,3.851823837,4,8.53E-12
-27.935,26.126667,17-09-2012,23.55969394,0,0,0,0,1,6.85E-07,1253,upstream,ISLAND,6.85E-07,0.003381923,6.85E-13,0.003381924,6.85E-07,0.000202643,0.752969325,6.85E-07,0.003376218,4.085227906,4,6.85E-13
-29.1825,23.575556,17-09-2012,32.97124587,0,0,0,0,0,0,978,downstream,RESERVOIR,0.000112045,0.171907246,1.12E-10,0.17190724,0.000112045,0.000651775,0.047644563,0.000112039,0.158632542,16.24045752,4,1.12E-10
-33.31388889,19.07472222,17-09-2012,6.498918065,0,0,1,0.001450249,2,0.001454178,101,upstream,RESERVOIR,0.001450249,0.198673472,1.45E-09,0.198673474,0.001450249,0.007299662,0.461713656,0.001449199,0.181215507,5.216972797,4,1.45E-09
-27.01011111,26.69808333,18-09-2012,24.88484155,0,0,0,0,1,0.000265164,1291,downstream,RESERVOIR,0.000265164,0.162562072,2.65E-10,0.162562074,0.000265164,0.001631153,0.126091333,0.000265128,0.150626254,9.983028588,4,2.65E-10
-22.91028,29.61111,18-09-2012,48.14665362,0,0,0,0,0,0,737,upstream,RESERVOIR,1.82E-05,0.052504286,1.82E-11,0.052504286,1.82E-05,0.000346273,0.082876903,1.82E-05,0.051172358,12.31368884,4,1.82E-11
-27.5275,30.858056,18-09-2012,21.59806706,0,0,0,0,3,6.16E-05,959,downstream,RESERVOIR,2.38E-05,0.032206554,2.38E-11,0.032206551,2.38E-05,0.000739735,0.28863008,2.38E-05,0.031698794,6.598331601,4,2.38E-11
-29.380556,30.2775,18-09-2012,14.15711904,0,0,0,0,3,0.003814339,1071,upstream,RESERVOIR,0.002177424,0.355689615,2.18E-09,0.355689622,0.002177424,0.006121697,0.216277089,0.002175057,0.304310271,7.622539334,4,2.18E-09
-27.169444,29.233889,18-09-2012,28.32631173,0,0,0,0,0,0,1524,downstream,RESERVOIR,0.003271789,1.25019944,3.27E-09,1.250199378,0.003271789,0.002617014,0.026304898,0.003266449,0.811018825,21.85680202,4,3.27E-09
-26.648056,27.089444,18-09-2012,2.25450849,1,4.93E-05,2,0.000100075,4,0.000812748,1358,in_dam,RESERVOIR,4.93E-05,0.043321159,4.93E-11,0.043321157,4.93E-05,0.001137138,0.32985493,4.93E-05,0.042409045,6.172249065,4,4.93E-11
-26.970278,27.211111,18-09-2012,31.01044938,0,0,0,0,0,0,1325,downstream,RESERVOIR,5.08E-05,0.030107243,5.08E-11,0.030107245,5.08E-05,0.001687718,0.704431514,5.08E-05,0.029662919,4.223626866,4,5.08E-11
-26.880278,26.965,18-09-2012,27.09142451,0,0,0,0,0,0,1302,downstream,RESERVOIR,4.93E-05,0.043321159,4.93E-11,0.043321157,4.93E-05,0.001137138,0.32985493,4.93E-05,0.042409045,6.172249065,4,4.93E-11
-27.802778,28.768333,18-09-2012,57.57338946,0,0,0,0,0,0,1560,downstream,RESERVOIR,3.00E-05,0.035913296,3.00E-11,0.035913296,3.00E-05,0.000834217,0.291899616,3.00E-05,0.035283449,6.561273936,4,3.00E-11
-33.7075,18.97444444,18-09-2012,17.35650743,0,0,0,0,1,0.000292636,100,downstream,RESERVOIR,0.000292636,0.117879763,2.93E-10,0.117879764,0.000292636,0.002482497,0.264642297,0.000292593,0.111433824,6.890889777,4,2.93E-10
-25.45963889,28.26430556,18-09-2012,7.778292678,0,0,1,3.64E-05,4,0.000557207,1101,upstream,RESERVOIR,3.64E-05,0.055760581,3.64E-11,0.055760581,3.64E-05,0.000653505,0.147275902,3.64E-05,0.054261437,9.2371732,4,3.64E-11
-29.161667,23.696389,19-09-2012,21.98082863,0,0,0,0,1,0.000112045,986,downstream,RESERVOIR,0.000112045,0.171907246,1.12E-10,0.17190724,0.000112045,0.000651775,0.047644563,0.000112039,0.158632542,16.24045752,4,1.12E-10
-25.81048333,27.90955222,19-09-2012,8.80606192,0,0,1,0.001555983,1,0.001555983,1184,upstream,RESERVOIR,0.001555983,0.380313367,1.56E-09,0.380313363,0.001555983,0.004091317,0.135185903,0.001554773,0.322310548,9.641380633,4,1.56E-09
-23.763056,27.908611,19-09-2012,28.99719238,0,0,0,0,0,0,868,downstream,RESERVOIR,0.000733605,0.396672219,7.34E-10,0.396672219,0.000733605,0.001849399,0.058588001,0.000733336,0.334092421,14.64537824,4,7.34E-10
-27.00222,28.76528,19-09-2012,32.88051842,0,0,0,0,0,0,1500,downstream,RESERVOIR,7.40E-05,0.040428877,7.40E-11,0.040428877,7.40E-05,0.001829314,0.568599338,7.40E-05,0.03963301,4.701124547,4,7.40E-11
-27.273889,28.49,19-09-2012,26.86183433,0,0,0,0,0,0,1509,upstream,ISLAND,2.34E-07,0.001828516,2.34E-13,0.001828515,2.34E-07,0.000127876,0.878822781,2.34E-07,0.001826845,3.781414442,4,2.34E-13
-34.039722,22.133333,19-09-2012,1.731587104,1,3.18E-05,1,3.18E-05,3,0.00011739,30,in_dam,RESERVOIR,3.18E-05,0.033845689,3.18E-11,0.03384569,3.18E-05,0.000940362,0.349141679,3.18E-05,0.033285529,5.999348405,4,3.18E-11
-32.595833,19.009444,19-09-2012,37.48308135,0,0,0,0,0,0,157,downstream,RESERVOIR,0.000163597,0.080404386,1.64E-10,0.08040438,0.000163597,0.002034681,0.317999591,0.000163584,0.077335397,6.28625004,4,1.64E-10
-34.005833,22.351111,19-09-2012,15.72217043,0,0,0,0,5,9.89E-05,141,downstream,RESERVOIR,2.82E-05,0.062090475,2.82E-11,0.062090477,2.82E-05,0.000454948,0.092076072,2.82E-05,0.060239114,11.68238569,4,2.82E-11
-31.860278,18.6875,20-09-2012,21.86217369,0,0,0,0,3,0.000135655,37,downstream,RESERVOIR,0.000134737,0.208840534,1.35E-10,0.208840529,0.000134737,0.000645165,0.038820909,0.000134727,0.18966166,17.99169495,4,1.35E-10
-29.744167,29.905833,27-12-2013,34.60191503,0,0,0,0,0,0,920,upstream,RESERVOIR,4.01E-05,0.044400755,4.01E-11,0.044400757,4.01E-05,0.000903656,0.255754199,4.01E-05,0.043443283,7.009604995,1,6.02E-11
-24.282222,28.090278,20-09-2012,46.03937228,0,0,0,0,0,0,1134,upstream,RESERVOIR,0.000733605,0.396672219,7.34E-10,0.396672219,0.000733605,0.001849399,0.058588001,0.000733336,0.334092421,14.64537824,4,7.34E-10
-23.838611,31.640833,20-09-2012,29.02921102,0,0,0,0,0,0,211,upstream,ISLAND,1.47E-06,0.006674941,1.47E-12,0.006674941,1.47E-06,0.000220158,0.414473012,1.47E-06,0.006652763,5.506261124,4,1.47E-12
-24.670833,28.560833,21-09-2012,24.20555603,0,0,0,0,1,3.06E-05,1150,downstream,RESERVOIR,3.06E-05,0.034768354,3.06E-11,0.034768356,3.06E-05,0.000879525,0.317887745,3.06E-05,0.034177591,6.287355823,4,3.06E-11
-32.502778,19.535833,21-09-2012,37.60321017,0,0,0,0,0,0,384,upstream,RESERVOIR,0.000488693,0.137266636,4.89E-10,0.137266639,0.000488693,0.003560171,0.325923495,0.000488573,0.128627698,6.209363687,4,4.89E-10
-24.183889,30.823889,25-09-2012,33.9934798,0,0,0,0,0,0,368,upstream,RESERVOIR,0.000103841,0.179098576,1.04E-10,0.179098569,0.000103841,0.000579798,0.040681299,0.000103836,0.164750222,17.57549348,4,1.04E-10
-25.127778,27.628889,25-09-2012,19.69636163,0,0,0,0,1,0.001261172,957,downstream,RESERVOIR,0.001261172,0.359773606,1.26E-09,0.359773612,0.001261172,0.00350546,0.122440633,0.001260377,0.307318224,10.13076284,4,1.26E-09
-25.20639,27.558,25-09-2012,14.61042115,0,0,0,0,5,0.001872681,957,downstream,ISLAND,1.72E-06,0.005231775,1.72E-12,0.005231775,1.72E-06,0.00032842,0.788841635,1.72E-06,0.005218137,3.991259999,4,1.72E-12
-24.69514,27.40906,25-09-2012,37.0174051,0,0,0,0,0,0,912,downstream,RESERVOIR,0.000114786,0.062188707,1.15E-10,0.062188704,0.000114786,0.001845774,0.37297248,0.00011478,0.060331595,5.804523016,4,1.15E-10
-25.73411,27.21422,25-09-2012,7.672888954,0,0,1,0.000204077,2,0.000511197,1453,upstream,RESERVOIR,0.000204077,0.090883605,2.04E-10,0.090883601,0.000204077,0.002245478,0.310479635,0.000204056,0.086988011,6.361922473,4,2.04E-10
-26.45,28.085833,25-09-2012,25.25862729,0,0,0,0,0,0,1475,downstream,RESERVOIR,8.53E-06,0.011252279,8.53E-12,0.011252278,8.53E-06,0.000758416,0.846987559,8.53E-06,0.011189442,3.851823837,4,8.53E-12
-31.396,29.2651,25-09-2012,32.40545467,0,0,0,0,0,0,126,downstream,RESERVOIR,1.98E-05,0.029074889,1.98E-11,0.029074887,1.98E-05,0.000679525,0.293695502,1.98E-05,0.02866023,6.541182769,4,1.98E-11
-31.554722,29.245556,25-09-2012,33.16627354,0,0,0,0,0,0,254,downstream,RESERVOIR,1.98E-05,0.029074889,1.98E-11,0.029074887,1.98E-05,0.000679525,0.293695502,1.98E-05,0.02866023,6.541182769,4,1.98E-11
-33.501667,21.624167,25-09-2012,7.722503648,0,0,1,3.93E-05,2,0.000644732,242,downstream,RESERVOIR,3.93E-05,0.067485943,3.93E-11,0.067485941,3.93E-05,0.000581658,0.108308846,3.93E-05,0.065306296,10.77142019,4,3.93E-11
-33.38056,19.30167,25-09-2012,3.29090024,1,3.93E-06,1,3.93E-06,2,0.001454178,443,in_dam,RESERVOIR,3.93E-06,0.012156098,3.93E-12,0.012156099,3.93E-06,0.000323223,0.334132029,3.93E-06,0.012082807,6.132617499,4,3.93E-12
-29.161667,23.696389,26-09-2012,21.98082863,0,0,0,0,1,0.000112045,986,downstream,RESERVOIR,0.000112045,0.171907246,1.12E-10,0.17190724,0.000112045,0.000651775,0.047644563,0.000112039,0.158632542,16.24045752,4,1.12E-10
-27.01011111,26.69808333,26-09-2012,24.88484155,0,0,0,0,1,0.000265164,1291,downstream,RESERVOIR,0.000265164,0.162562072,2.65E-10,0.162562074,0.000265164,0.001631153,0.126091333,0.000265128,0.150626254,9.983028588,4,2.65E-10
-24.39619444,27.08983333,26-09-2012,58.08964818,0,0,0,0,0,0,887,downstream,RESERVOIR,0.000114786,0.062188707,1.15E-10,0.062188704,0.000114786,0.001845774,0.37297248,0.00011478,0.060331595,5.804523016,4,1.15E-10
-29.380556,30.2775,26-09-2012,14.15711904,0,0,0,0,3,0.003814339,1071,upstream,RESERVOIR,0.002177424,0.355689615,2.18E-09,0.355689622,0.002177424,0.006121697,0.216277089,0.002175057,0.304310271,7.622539334,4,2.18E-09
-26.648056,27.089444,26-09-2012,2.25450849,1,4.93E-05,2,0.000100075,4,0.000812748,1358,in_dam,RESERVOIR,4.93E-05,0.043321159,4.93E-11,0.043321157,4.93E-05,0.001137138,0.32985493,4.93E-05,0.042409045,6.172249065,4,4.93E-11
-26.880278,26.965,26-09-2012,27.09142451,0,0,0,0,0,0,1302,downstream,RESERVOIR,4.93E-05,0.043321159,4.93E-11,0.043321157,4.93E-05,0.001137138,0.32985493,4.93E-05,0.042409045,6.172249065,4,4.93E-11
-27.802778,28.768333,26-09-2012,57.57338946,0,0,0,0,0,0,1560,downstream,RESERVOIR,3.00E-05,0.035913296,3.00E-11,0.035913296,3.00E-05,0.000834217,0.291899616,3.00E-05,0.035283449,6.561273936,4,3.00E-11
-26.98472222,26.63227778,26-09-2012,20.46689481,0,0,0,0,1,0.000265164,1289,downstream,RESERVOIR,0.000265164,0.162562072,2.65E-10,0.162562074,0.000265164,0.001631153,0.126091333,0.000265128,0.150626254,9.983028588,4,2.65E-10
-28.141944,26.417778,26-09-2012,58.42056774,0,0,0,0,0,0,1270,upstream,ISLAND,6.85E-07,0.003381923,6.85E-13,0.003381924,6.85E-07,0.000202643,0.752969325,6.85E-07,0.003376218,4.085227906,4,6.85E-13
-28.1175,26.719444,26-09-2012,46.11885374,0,0,0,0,0,0,1284,downstream,ISLAND,5.66E-07,0.002889319,5.66E-13,0.002889318,5.66E-07,0.000195953,0.852250031,5.66E-07,0.002885152,3.839913302,4,5.66E-13
-30.568333,29.422778,26-09-2012,36.93852844,0,0,0,0,0,0,1246,downstream,RESERVOIR,4.65E-06,0.012884472,4.65E-12,0.012884471,4.65E-06,0.000361124,0.352207881,4.65E-06,0.012802172,5.97317718,4,4.65E-12
-30.570833,29.150556,26-09-2012,51.36573885,0,0,0,0,0,0,1358,downstream,RESERVOIR,4.65E-06,0.012884472,4.65E-12,0.012884471,4.65E-06,0.000361124,0.352207881,4.65E-06,0.012802172,5.97317718,4,4.65E-12
-31.104278,29.399722,26-09-2012,37.74880499,0,0,0,0,0,0,374,downstream,RESERVOIR,1.98E-05,0.036601476,1.98E-11,0.036601475,1.98E-05,0.000540545,0.185585187,1.98E-05,0.03594755,8.228738819,4,1.98E-11
-31.5653,18.3306,26-09-2012,68.50788757,0,0,0,0,0,0,8,downstream,RESERVOIR,0.000134737,0.208840534,1.35E-10,0.208840529,0.000134737,0.000645165,0.038820909,0.000134727,0.18966166,17.99169495,4,1.35E-10
-29.641944,30.6875,27-09-2012,6.876387364,0,0,1,0.000135,4,0.000863582,261,downstream,RESERVOIR,0.000135,0.089815363,1.35E-10,0.089815365,0.000135,0.001503086,0.210301835,0.000134991,0.086008292,7.730069533,4,1.35E-10
-24.679167,30.8025,27-09-2012,15.07467117,0,0,0,0,1,0.000237743,1120,upstream,RESERVOIR,0.000237743,0.190312326,2.38E-10,0.190312318,0.000237743,0.001249225,0.08248663,0.000237715,0.174215724,12.34278464,4,2.38E-10
-28.747778,31.745833,27-09-2012,22.25157566,0,0,0,0,2,0.000639767,57,upstream,NATURAL,0.00023951,0.068775497,2.40E-10,0.068775497,0.00023951,0.00348249,0.636305987,0.000239481,0.066513598,4.443978275,4,2.40E-10
-28.801278,31.955389,27-09-2012,4.417877767,1,0.000400257,3,0.001699453,5,0.003826416,10,in_dam,NATURAL,0.000400257,0.117783502,4.00E-10,0.117783499,0.000400257,0.003398241,0.36255971,0.000400177,0.111347706,5.887286376,4,4.00E-10
-28.75,30.442778,27-09-2012,48.64308788,0,0,0,0,0,0,554,downstream,RESERVOIR,0.000202594,0.115789346,2.03E-10,0.11578935,0.000202594,0.001749681,0.189889172,0.000202574,0.109562092,8.134948937,4,2.03E-10
-29.758889,30.935278,27-09-2012,8.734213918,0,0,1,0.000671921,6,0.000905333,74,downstream,RESERVOIR,0.000671921,0.611772716,6.72E-10,0.611772729,0.000671921,0.001098318,0.02256045,0.000671695,0.477334647,23.60103512,4,6.72E-10
-29.161667,30.629722,27-09-2012,32.63701458,0,0,0,0,0,0,963,downstream,RESERVOIR,0.000202594,0.115789346,2.03E-10,0.11578935,0.000202594,0.001749681,0.189889172,0.000202574,0.109562092,8.134948937,4,2.03E-10
-27.00222,28.76528,27-09-2012,32.88051842,0,0,0,0,0,0,1500,downstream,RESERVOIR,7.40E-05,0.040428877,7.40E-11,0.040428877,7.40E-05,0.001829314,0.568599338,7.40E-05,0.03963301,4.701124547,4,7.40E-11
-27.38972222,26.46388889,27-09-2012,53.66470512,0,0,0,0,0,0,1251,upstream,ISLAND,2.82E-06,0.011906549,2.82E-12,0.011906549,2.82E-06,0.000236747,0.249866944,2.82E-06,0.011836224,7.091702848,4,2.82E-12
-27.398611,26.614722,27-09-2012,66.23574695,0,0,0,0,0,0,1261,upstream,ISLAND,2.82E-06,0.011906549,2.82E-12,0.011906549,2.82E-06,0.000236747,0.249866944,2.82E-06,0.011836224,7.091702848,4,2.82E-12
-27.671111,27.236944,27-09-2012,5.66557217,0,0,2,0.000321674,2,0.000321674,1345,downstream,RESERVOIR,0.000222227,0.085176773,2.22E-10,0.085176772,0.000222227,0.002609004,0.384913794,0.000222202,0.081742898,5.713775787,4,2.22E-10
-31.031389,28.883333,27-09-2012,43.55571852,0,0,0,0,0,0,859,downstream,RESERVOIR,1.77E-05,0.024749601,1.77E-11,0.024749602,1.77E-05,0.000715786,0.363433465,1.77E-05,0.024448292,5.880205103,4,1.77E-11
-30.86013889,29.07125,27-09-2012,65.14777667,0,0,0,0,0,0,825,downstream,RESERVOIR,1.98E-05,0.029074889,1.98E-11,0.029074887,1.98E-05,0.000679525,0.293695502,1.98E-05,0.02866023,6.541182769,4,1.98E-11
-30.77586667,29.03221667,27-09-2012,73.73442697,0,0,0,0,0,0,897,downstream,RESERVOIR,1.98E-05,0.029074889,1.98E-11,0.029074887,1.98E-05,0.000679525,0.293695502,1.98E-05,0.02866023,6.541182769,4,1.98E-11
-33.13083,18.86278,27-09-2012,13.13162968,0,0,0,0,1,2.64E-05,39,upstream,RESERVOIR,2.64E-05,0.023384431,2.64E-11,0.023384432,2.64E-05,0.001129174,0.606797493,2.64E-05,0.023115205,4.550750686,4,2.64E-11
-30.27402,30.69602,28-09-2012,5.822940041,0,0,1,1.76E-05,3,5.27E-05,30,downstream,RESERVOIR,1.76E-05,0.030451382,1.76E-11,0.030451383,1.76E-05,0.000578431,0.238700933,1.76E-05,0.029996942,7.255675874,4,1.76E-11
-27.902778,24.615556,28-09-2012,22.06899127,0,0,0,0,1,0.003173028,1055,upstream,RESERVOIR,0.003173028,0.499237835,3.17E-09,0.499237848,0.003173028,0.006355744,0.159981138,0.003168005,0.404956878,8.862791663,4,3.17E-09
-24.9675,31.516667,30-09-2012,44.51334392,0,0,0,0,0,0,287,downstream,RESERVOIR,3.16E-05,0.066397376,3.16E-11,0.066397377,3.16E-05,0.000476089,0.090104641,3.16E-05,0.06428603,11.80949569,4,3.16E-11
-29.161667,23.696389,01-10-2012,21.98082863,0,0,0,0,1,0.000112045,986,downstream,RESERVOIR,0.000112045,0.171907246,1.12E-10,0.17190724,0.000112045,0.000651775,0.047644563,0.000112039,0.158632542,16.24045752,4,1.12E-10
-26.861111,28.884722,01-10-2012,34.55940764,0,0,0,0,0,0,1526,downstream,RESERVOIR,0.000527069,0.114202097,5.27E-10,0.1142021,0.000527069,0.004615234,0.507843073,0.000526931,0.108138543,4.974393826,4,5.27E-10
