Latitude,Longitude,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,aod550,duaod550,ssaod550,suaod550,bcaod550,omaod550,tcno2,tcso2,gtco3,tcco,aod550_lag1,duaod550_lag1,ssaod550_lag1,suaod550_lag1,bcaod550_lag1,omaod550_lag1,tcno2_lag1,tcso2_lag1,gtco3_lag1,tcco_lag1,aod550_anom,duaod550_anom,ssaod550_anom,suaod550_anom,bcaod550_anom,omaod550_anom,tcno2_anom,tcso2_anom,gtco3_anom,tcco_anom
-27.671111,27.236944,179,348,28,0.081044726,0.003930738,0.000975775,0.023718545,0.006964825,0.045454785,3.3897586e-06,4.5914862e-06,0.006214771,0.000850016,0.05608749,0.002045135,0.001852749,0.013294105,0.004706825,0.034188688,3.5341548e-06,4.3180494e-06,0.005948152,0.000576891,-0.007332459,-0.001649444,4.2797066e-05,-0.001276361,-0.001232907,-0.003216572,-3.12E-07,-5.99E-07,7.9023186e-05,4.211528e-05
-30.86013889,29.07125,48.907,111,10,0.13867757,0.003410445,0.008933375,0.045796297,0.00943551,0.071101904,2.5411837e-06,3.0481553e-06,0.006359045,0.000790504,0.09724565,0.006665909,0.004087254,0.050172467,0.003563605,0.03275641,1.9628856e-06,2.641349e-06,0.005961667,0.000647513,0.015521377,-0.002073341,0.000400425,0.007296354,0.000751609,0.009146314,-5.31E-08,-1.09E-07,-3.51E-05,4.194287e-05
-31.104278,29.399722,69.341,158.8,10,0.1644217,0.004161203,0.020144114,0.050493687,0.010491999,0.07913068,2.4550827e-06,2.658344e-06,0.006459375,0.000834371,0.15965429,0.007914057,0.020895263,0.029929591,0.015049391,0.08586605,2.7382475e-06,3.6179204e-06,0.006696326,0.00083532,0.016478792,0.000240039,0.002629027,0.00315772,0.001168517,0.009283498,-1.27E-07,-3.69E-07,7.335888e-05,5.4442324e-05
-31.396,29.2651,33.619,113.8,10,0.1644217,0.004161203,0.020144114,0.050493687,0.010491999,0.07913068,2.4550827e-06,2.658344e-06,0.006459375,0.000834371,0.20941333,0.012196464,0.019313056,0.03818359,0.01959498,0.1201252,3.130807e-06,3.9293127e-06,0.006343979,0.000822714,0.017101362,-0.002415318,0.003388878,0.006014161,0.000697575,0.009416088,-4.03E-08,-3.96E-07,8.50982e-05,3.0494644e-05
-31.554722,29.245556,48.101,179.9,32,0.1644217,0.004161203,0.020144114,0.050493687,0.010491999,0.07913068,2.4550827e-06,2.658344e-06,0.006459375,0.000834371,0.10067976,0.004167325,0.018484578,0.03307894,0.00509544,0.03985347,2.054173e-06,2.4473243e-06,0.006467375,0.000675316,0.017101362,-0.002415318,0.003388878,0.006014161,0.000697575,0.009416088,-4.03E-08,-3.96E-07,8.50982e-05,3.0494644e-05
-34.005833,22.351111,29.805,341.8,38,0.0841439,0.001327211,0.024217071,0.015780972,0.005748196,0.037070483,1.3870731e-06,3.8764875e-07,0.00663537,0.000680081,0.04983525,0.003708617,0.011438813,0.015890066,0.002092809,0.01670491,1.0678336e-06,6.65228e-07,0.006116173,0.000545915,0.001392171,-0.002361966,0.006461782,-0.00060848,-4.69E-05,-0.002052214,-1.28E-08,-9.47E-08,0.000203481,-6.65E-05
-27.01011111,26.69808333,145.375,657,140,0.06891784,0.006786837,0.000738892,0.027118485,0.003476858,0.030796867,3.2862472e-06,4.5893908e-06,0.0061421,0.000745367,0.086368136,0.003364606,0.000949034,0.022472965,0.007825185,0.051756248,3.6653473e-06,4.8664974e-06,0.00619081,0.00087929,-0.006366,0.002033904,-0.000314584,-0.001805041,-0.00066204,-0.005618129,7.1333943e-09,3.9621e-07,3.7882943e-05,2.0688924e-05
-26.861111,28.884722,118.898,444,164,0.14894775,0.004091731,0.001331641,0.08813275,0.005022922,0.05036876,8.271636e-06,1.5741776e-05,0.00616448,0.000729958,0.20776969,0.002852915,0.002252707,0.10440793,0.01133089,0.08692542,1.00762345e-05,1.9438156e-05,0.006180524,0.000868211,0.002928004,0.001146799,-6.60E-05,0.003413744,-0.000582938,-0.000983592,-2.42E-08,-3.10E-07,4.947232e-05,8.059782e-06
-27.00222,28.76528,94.123,266.9,37,0.12019658,0.004739813,0.001053556,0.05677389,0.004922229,0.05270725,4.886193e-06,7.4917684e-06,0.006162851,0.000746267,0.16837087,0.002976117,0.001700008,0.059851862,0.011048568,0.09279443,5.7964826e-06,8.949088e-06,0.006192144,0.000895673,0.012599111,0.001509467,-8.75E-05,0.009597074,-0.000368879,0.00194899,-9.66E-08,-1.00E-07,5.9622806e-05,-1.02E-05
-26.970278,27.211111,126.213,576,87,0.06891784,0.006786837,0.000738892,0.027118485,0.003476858,0.030796867,3.2862472e-06,4.5893908e-06,0.0061421,0.000745367,0.13282445,0.004194887,0.001663169,0.030997803,0.014409542,0.08155899,4.2698975e-06,5.8227774e-06,0.006396355,0.000850836,0.00152202,0.002336172,-0.000245571,0.001928322,-0.000383926,-0.002112884,5.3288886e-08,4.3000045e-07,4.9800612e-05,-2.65E-07
-26.880278,26.965,242.422,747,149,0.06891784,0.006786837,0.000738892,0.027118485,0.003476858,0.030796867,3.2862472e-06,4.5893908e-06,0.0061421,0.000745367,0.086368136,0.003364606,0.000949034,0.022472965,0.007825185,0.051756248,3.6653473e-06,4.8664974e-06,0.00619081,0.00087929,0.00152202,0.002336172,-0.000245571,0.001928322,-0.000383926,-0.002112884,5.3288886e-08,4.3000045e-07,4.9800612e-05,-2.65E-07
-26.98472222,26.63227778,61.79,439,18,0.06891784,0.006786837,0.000738892,0.027118485,0.003476858,0.030796867,3.2862472e-06,4.5893908e-06,0.0061421,0.000745367,0.086368136,0.003364606,0.000949034,0.022472965,0.007825185,0.051756248,3.6653473e-06,4.8664974e-06,0.00619081,0.00087929,-0.006366,0.002033904,-0.000314584,-0.001805041,-0.00066204,-0.005618129,7.1333943e-09,3.9621e-07,3.7882943e-05,2.0688924e-05
-30.77586667,29.03221667,50.015,127.1,23,0.095855534,0.008466131,0.006917193,0.03459285,0.004912579,0.040966805,2.0881325e-06,2.8742527e-06,0.00607068,0.000681929,0.13867757,0.003410445,0.008933375,0.045796297,0.00943551,0.071101904,2.5411837e-06,3.0481553e-06,0.006359045,0.000790504,0.01247897,0.003041638,0.000431415,0.006659919,8.2878396e-05,0.002263129,-5.63E-08,1.2018927e-07,-7.56E-05,-8.47E-07
-25.45963889,28.26430556,151.898,596,10,0.12262918,0.003676972,0.001379843,0.04916705,0.005889899,0.06251535,3.556328e-06,5.6353824e-06,0.006185246,0.000814076,0.15067184,0.003109274,0.002215305,0.034767233,0.013483334,0.09709673,3.788934e-06,5.16348e-06,0.006176977,0.000970908,-0.000802457,0.000625389,-0.000339207,0.003985707,-0.001286943,-0.003787555,-7.20E-08,6.035266e-07,8.55308e-05,5.600974e-06
-25.81048333,27.90955222,114.851,448,10,0.19574228,0.001226957,0.001545429,0.11772071,0.005249037,0.07000006,5.4622187e-06,1.0395337e-05,0.005942546,0.000663489,0.1291548,0.004668995,0.00090058,0.053898994,0.005920113,0.06376618,5.3813656e-06,9.030331e-06,0.006154399,0.000782334,0.02795273,-0.000422674,0.000481867,0.020787291,0.000426115,0.006680071,-2.14E-07,3.8405778e-07,8.3578285e-05,-9.10E-05
-27.5275,30.858056,24.5535,89.35,20,0.19656686,0.002002153,0.003617115,0.12034069,0.005801544,0.064805426,2.5495958e-06,3.577616e-06,0.005984976,0.000617635,0.21612972,0.003333593,0.011490194,0.054450568,0.023275536,0.123579755,5.3753274e-06,8.2784745e-06,0.006440972,0.000905355,0.020339504,-0.000301107,5.676225e-05,0.0159387,-0.000556265,0.005201429,-3.13E-07,-5.71E-07,1.6324688e-05,-5.72E-05
-28.141944,26.417778,211.008,530,79,0.07049422,0.002411793,0.001170232,0.04227745,0.001900737,0.022734076,1.9310285e-06,2.5741233e-06,0.005962308,0.00060928,0.04919319,0.012199237,0.000785901,0.013869677,0.002787717,0.019550841,2.2949762e-06,2.7156477e-06,0.006102603,0.000705986,0.03170982,-0.002397683,0.000553697,0.02243139,0.000684851,0.010437607,1.0837255e-07,2.674426e-07,8.787913e-05,-8.86E-05
-28.1175,26.719444,215.368,1449,18,0.089357,0.001958031,0.001096487,0.055550825,0.002344291,0.02840747,2.1010558e-06,2.7486626e-06,0.005965983,0.000605088,0.07404017,0.005013412,0.001064668,0.021705883,0.00632377,0.03993243,2.8542781e-06,3.723888e-06,0.00624009,0.000817932,0.04057079,-0.001989744,0.000498019,0.02876099,0.000845848,0.012455711,1.9043227e-08,1.2189889e-07,8.639507e-05,-9.39E-05
-30.568333,29.422778,55.221,130.8,10,0.111113235,0.002661812,0.003121875,0.061752837,0.003758127,0.03981851,1.7979166e-06,2.1752571e-06,0.005969514,0.000601827,0.095855534,0.008466131,0.006917193,0.03459285,0.004912579,0.040966805,2.0881325e-06,2.8742527e-06,0.00607068,0.000681929,0.026271805,-0.002657103,-0.00083687,0.019452825,0.000583707,0.009729225,-7.96E-08,-5.61E-07,3.6431476e-05,-6.60E-05
-31.031389,28.883333,30.845,80,10,0.111113235,0.002661812,0.003121875,0.061752837,0.003758127,0.03981851,1.7979166e-06,2.1752571e-06,0.005969514,0.000601827,0.13867757,0.003410445,0.008933375,0.045796297,0.00943551,0.071101904,2.5411837e-06,3.0481553e-06,0.006359045,0.000790504,0.027725905,-0.002280916,-0.000911985,0.019779854,0.000755854,0.010383064,-5.01E-08,-4.57E-07,4.85871e-05,-4.39E-05
-30.570833,29.150556,41.467,96.7,10,0.111113235,0.002661812,0.003121875,0.061752837,0.003758127,0.03981851,1.7979166e-06,2.1752571e-06,0.005969514,0.000601827,0.095855534,0.008466131,0.006917193,0.03459285,0.004912579,0.040966805,2.0881325e-06,2.8742527e-06,0.00607068,0.000681929,0.026271805,-0.002657103,-0.00083687,0.019452825,0.000583707,0.009729225,-7.96E-08,-5.61E-07,3.6431476e-05,-6.60E-05
-34.250556,20.9925,34.957,553,10,0.10181537,0.005450572,0.019173108,0.030272793,0.005518519,0.04140032,1.2533903e-06,7.1118336e-07,0.006054862,0.000604578,0.088038504,0.001699178,0.02187931,0.016577695,0.005914843,0.04196726,1.2417431e-06,5.760742e-07,0.006120774,0.000656315,0.003812634,0.001102628,-0.000542328,0.003900804,6.0658902e-05,-0.000709154,1.3307078e-07,1.6087824e-08,3.7738122e-05,-6.75E-05
-25.14944444,31.94055556,47.674,175.5,10,0.15954192,0.003073861,0.023319984,0.08396813,0.00411342,0.045066535,1.6977283e-06,1.2812607e-06,0.005669437,0.000737212,0.13980633,0.000973235,0.007276688,0.036548853,0.015596621,0.07941079,5.4872667e-06,8.142291e-06,0.005701317,0.000794289,0,0,0,0,0,0,0,0,0,0
-27.00222,28.76528,133.5255,338.4,21,0.11549498,0.003113818,0.001105548,0.074608535,0.002672648,0.03399454,4.5561947e-06,7.212294e-06,0.005673968,0.000649189,0.12019658,0.004739813,0.001053556,0.05677389,0.004922229,0.05270725,4.886193e-06,7.4917684e-06,0.006162851,0.000746267,-0.04050359,0.000515917,-0.000901954,-0.026593097,-0.000898787,-0.012625601,-3.70E-07,-4.73E-07,-4.03E-05,1.9451778e-05
-25.127778,27.628889,157.513,566,166,0.12934248,0.001386334,0.000804556,0.078432724,0.003606297,0.04511257,4.2419533e-06,7.7714e-06,0.005662583,0.000671374,0.10123375,0.004068441,0.00100699,0.03965624,0.00525814,0.051243942,3.2806638e-06,5.3146236e-06,0.006175059,0.000811896,-0.057074398,0.000290274,-0.001232527,-0.033930086,-0.001378429,-0.020823624,-4.60E-08,3.7448308e-07,-3.14E-05,7.858034e-07
-25.99136,27.84208,71.658,227.9,15,0.15383472,0.001599234,0.000582633,0.09258495,0.004389817,0.05467808,6.1273477e-06,1.1886842e-05,0.00564348,0.000650729,0.19574228,0.001226957,0.001545429,0.11772071,0.005249037,0.07000006,5.4622187e-06,1.0395337e-05,0.005942546,0.000663489,-0.0923807,0.000283073,-0.000719174,-0.06508392,-0.001717113,-0.025143582,-3.74E-07,-9.03E-07,-5.27E-05,-3.55E-05
-25.20639,27.558,114.391,623,102,0.12934248,0.001386334,0.000804556,0.078432724,0.003606297,0.04511257,4.2419533e-06,7.7714e-06,0.005662583,0.000671374,0.14313933,0.001146409,0.001801107,0.079602,0.004273382,0.056316428,3.2439013e-06,5.0759104e-06,0.005941375,0.000683605,-0.055248037,0.000156446,-0.000797527,-0.035029612,-0.00132263,-0.018254716,-5.97E-09,1.8931223e-07,-6.16E-05,-5.82E-06
-30.160091,27.40124,92.439,190.1,10,0.037763193,0.00315363,0.000283197,0.025276657,0.000855795,0.00819395,2.3464481e-06,4.7719936e-06,0.005651238,0.000535129,0.044559393,0.00595614,0.000509043,0.028587712,0.000883254,0.008623318,2.3259836e-06,4.8104694e-06,0.005699316,0.000561458,-0.025873065,0.000379853,-0.000432715,-0.019996911,-0.000311818,-0.005511542,-1.61E-07,1.11269856e-07,-4.37E-05,-1.70E-06
-28.96362,19.15486,137.988,313.3,10,0.036165506,0.02299377,0.000710444,0.005205986,0.000929664,0.006325605,9.536925e-07,4.291984e-07,0.005667946,0.000578262,0.06313239,0.014190955,0.009379718,0.005170208,0.006213849,0.028177641,1.2141325e-06,4.156654e-07,0.006269846,0.00062044,0,0,0,0,0,0,0,0,0,0
-25.81048333,27.90955222,109.029,450,10,0.25832674,0.001996581,0.002152108,0.14783715,0.006797112,0.09954384,7.5151092e-06,1.4373064e-05,0.005646559,0.000674508,0.15383472,0.001599234,0.000582633,0.09258495,0.004389817,0.05467808,6.1273477e-06,1.1886842e-05,0.00564348,0.000650729,0.037476227,0.00071541,0.000424909,0.028314486,0.00072723,0.007294215,3.8502003e-07,1.8872552e-06,2.4668407e-05,-2.11E-05
-26.73806,27.59194,108.105,555,134,0.20413518,0.002624076,0.002013349,0.127038,0.004406318,0.06805345,7.879623e-06,1.5300539e-05,0.005639088,0.000633999,0.11605042,0.001825233,0.000477542,0.07382193,0.002856297,0.03706949,6.5572767e-06,1.267756e-05,0.005640548,0.000621614,0.034543037,0.000693856,0.000668554,0.02556543,0.000477199,0.007137992,1.1422526e-07,1.247432e-06,1.43302605e-05,-2.02E-05
-27.398611,26.614722,187.957,523,104,0.13055763,0.003871289,0.001699936,0.078197315,0.002920447,0.043868683,3.593962e-06,5.9133604e-06,0.005635672,0.000610618,0.0509647,0.002063435,0.000300192,0.031338047,0.001362127,0.01590089,3.0666342e-06,4.2952256e-06,0.005635275,0.000606097,0.005785197,0.001340142,0.00061287,0.002163939,-1.42E-05,0.001682401,1.9090294e-08,4.967628e-07,-2.67E-06,-2.55E-05
-27.671111,27.236944,132.261,325.9,36,0.13055763,0.003871289,0.001699936,0.078197315,0.002920447,0.043868683,3.593962e-06,5.9133604e-06,0.005635672,0.000610618,0.0509647,0.002063435,0.000300192,0.031338047,0.001362127,0.01590089,3.0666342e-06,4.2952256e-06,0.005635275,0.000606097,0.005479828,0.001481432,0.000450117,0.003205478,-5.20E-05,0.000394855,-1.65E-08,8.0337577e-07,1.6405247e-06,-2.55E-05
-25.45963889,28.26430556,149.031,601,10,0.24102885,0.001745604,0.003079505,0.13731155,0.006482846,0.09240941,5.14809e-06,8.674434e-06,0.005663612,0.000679568,0.13840948,0.002009627,0.002208748,0.08620611,0.003693795,0.044291213,4.2654938e-06,6.2241425e-06,0.005670188,0.000721715,0.035255224,0.000398278,0.001163796,0.027428724,0.000307561,0.005956926,1.5686555e-07,5.1765073e-07,2.1993183e-06,-3.68E-05
-27.01011111,26.69808333,132.739,604,35,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.018184498,0.000538191,-0.000226917,-0.012629639,-0.000233754,-0.00563236,-2.92E-07,-1.16E-06,-4.41E-05,-9.43E-06
-26.648056,27.089444,229.591,672,19,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.010861471,0.000337923,0.00011677,-0.008497268,-0.000149449,-0.00266939,-3.05E-07,-1.42E-06,-4.92E-05,-5.64E-06
-26.970278,27.211111,129.967,576,151,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.014980316,0.000614126,4.594028e-05,-0.011581276,-0.00018959,-0.003869508,-5.39E-07,-1.91E-06,-4.60E-05,-2.51E-06
-26.880278,26.965,200.338,724,149,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.010861471,0.000337923,0.00011677,-0.008497268,-0.000149449,-0.00266939,-3.05E-07,-1.42E-06,-4.92E-05,-5.64E-06
-26.98472222,26.63227778,213.707,724,18,0.061875507,0.002823717,0.001377804,0.027539182,0.002094705,0.028040085,3.7018708e-06,4.6240666e-06,0.005507348,0.000554505,0.1417934,0.002834686,0.001664662,0.08259249,0.00330026,0.051401295,4.4882345e-06,7.2096796e-06,0.005638319,0.000624885,-0.020014971,0.0007191,-0.000214843,-0.014270369,-0.000249006,-0.005999859,-4.82E-07,-1.61E-06,-4.26E-05,-6.17E-06
-28.96362,19.15486,126.61,437,12,0.06726268,0.021893209,0.003816563,0.010809034,0.00401511,0.02672872,1.2391014e-06,6.744711e-07,0.005508705,0.000549079,0.030195534,0.00964634,0.003366215,0.006167416,0.001215491,0.00980005,1.2095843e-06,6.108448e-07,0.005617577,0.000519273,0,0,0,0,0,0,0,0,0,0
-25.99136,27.84208,75.492,338.3,11,0.16763915,0.001603062,0.001529296,0.051574375,0.010170123,0.102762066,9.611681e-06,1.633212e-05,0.005370239,0.000754659,0.15956114,0.00258205,0.002114656,0.05794748,0.007062447,0.08985472,6.787666e-06,1.46286775e-05,0.005330226,0.000686019,0.008334443,0.000125697,-0.000253654,0.005347315,-1.71E-05,0.003132023,4.719277e-08,-2.52E-07,-0.000182564,1.3147539e-05
-28.747778,31.745833,89.859,348.04,10,0.18080038,0.004749253,0.012596265,0.05875631,0.011135791,0.093562745,4.137012e-06,6.607369e-06,0.00556623,0.000770896,0.13236235,0.001728586,0.01300793,0.05715129,0.005130567,0.05534402,2.9130588e-06,3.5418407e-06,0.005592262,0.000614127,0.014327809,0.001591493,-0.001507774,0.00436189,0.001253193,0.008628964,-6.95E-08,1.6194372e-07,-0.000112643,1.9145606e-05
-29.7775,29.470833,25.525,59.3,10,0.10047686,0.003934573,0.002411649,0.024771769,0.008153128,0.061205693,2.7582964e-06,2.8546083e-06,0.005572852,0.000573746,0.06358765,0.00542606,0.003562751,0.022383332,0.002860206,0.029355079,1.9754884e-06,2.418056e-06,0.005480819,0.000477145,0,0,0,0,0,0,0,0,0,0
-29.744167,29.905833,31.847,80.1,14,0.20736231,0.004008829,0.005557824,0.05611821,0.013739777,0.1279378,4.513905e-06,6.0225602e-06,0.005631527,0.000791806,0.12552527,0.002936073,0.004659614,0.029318675,0.009408331,0.079202525,4.483078e-06,4.5690003e-06,0.005392752,0.000694342,0.008260578,0.000155595,-0.000296574,0.001750961,0.000902876,0.005747862,7.01657e-08,1.412518e-07,7.425435e-06,1.2022501e-05
-26.45,28.085833,120.102,545,182,0.16763915,0.001603062,0.001529296,0.051574375,0.010170123,0.102762066,9.611681e-06,1.633212e-05,0.005370239,0.000754659,0.10619114,0.001311004,0.001364788,0.022933453,0.007502924,0.07307893,7.741055e-06,1.2456517e-05,0.005249038,0.000717838,0.015263945,0.000194695,-0.000195832,0.00821409,0.000256533,0.006794289,2.7738042e-07,7.81838e-08,-0.000234588,1.9997067e-05
-28.768056,20.720556,121.212,421,31,0.061785474,0.013288314,0.002704487,0.008038234,0.005337745,0.03241659,1.4348396e-06,8.26326e-07,0.005603003,0.000601044,0.037411314,0.019214708,0.000814501,0.006188836,0.001344318,0.009848967,9.774751e-07,5.536989e-07,0.005968557,0.000625025,0,0,0,0,0,0,0,0,0,0
-27.01011111,26.69808333,128.578,572,48,0.07793796,0.004295428,0.001721654,0.020618666,0.006474064,0.044828244,5.3128433e-06,7.639737e-06,0.005844569,0.000635457,0.04818527,0.002444334,0.001469931,0.010962464,0.003735572,0.029572971,5.273087e-06,6.2560457e-06,0.005263741,0.000636042,-0.024716102,-0.000536044,-0.000323514,-0.003820721,-0.003020318,-0.017015453,5.850561e-07,1.1365219e-06,-9.14E-05,-5.47E-05
-23.658056,31.05,77.511,248.7,38,0.11967206,0.001763205,0.011170898,0.023704741,0.012283554,0.07074969,2.572673e-06,2.365605e-06,0.005681363,0.000736987,0.12151642,0.001498471,0.007599745,0.046102207,0.007824827,0.058491163,2.823379e-06,4.8019747e-06,0.005369854,0.000742675,0.002136573,-0.001265968,0.003151119,-0.005085807,0.000943294,0.004393973,-4.37E-07,-1.32E-06,-6.77E-05,-9.82E-06
-27.169444,29.233889,88.461,206.7,20,0.13148707,0.002369852,0.001893293,0.058139153,0.008210268,0.06087465,1.11642985e-05,2.3283095e-05,0.005791817,0.000623947,0.07722129,0.001293697,0.001353463,0.03288438,0.004445974,0.037243776,1.08766e-05,1.9612013e-05,0.005244792,0.000619782,-0.028845102,-0.000420345,-0.000160697,-0.013981968,-0.002006639,-0.012275316,-2.60E-07,-2.72E-07,-8.17E-05,-8.10E-05
-26.861111,28.884722,91.115,291,108,0.13148707,0.002369852,0.001893293,0.058139153,0.008210268,0.06087465,1.11642985e-05,2.3283095e-05,0.005791817,0.000623947,0.11858384,0.00169254,0.0015684,0.058831256,0.006250975,0.050240718,1.131279e-05,2.2703603e-05,0.005391694,0.00063859,-0.028845102,-0.000420345,-0.000160697,-0.013981968,-0.002006639,-0.012275316,-2.60E-07,-2.72E-07,-8.17E-05,-8.10E-05
-26.648056,27.089444,216.09,660,15,0.07793796,0.004295428,0.001721654,0.020618666,0.006474064,0.044828244,5.3128433e-06,7.639737e-06,0.005844569,0.000635457,0.04818527,0.002444334,0.001469931,0.010962464,0.003735572,0.029572971,5.273087e-06,6.2560457e-06,0.005263741,0.000636042,-0.024716102,-0.000536044,-0.000323514,-0.003820721,-0.003020318,-0.017015453,5.850561e-07,1.1365219e-06,-9.14E-05,-5.47E-05
-26.970278,27.211111,119.786,541,24,0.07793796,0.004295428,0.001721654,0.020618666,0.006474064,0.044828244,5.3128433e-06,7.639737e-06,0.005844569,0.000635457,0.04818527,0.002444334,0.001469931,0.010962464,0.003735572,0.029572971,5.273087e-06,6.2560457e-06,0.005263741,0.000636042,-0.02827575,-6.18E-05,-0.000161048,-0.005250132,-0.003576931,-0.019225746,6.760624e-07,1.18548e-06,-4.86E-05,-7.25E-05
-26.880278,26.965,214.564,635.5,193,0.07793796,0.004295428,0.001721654,0.020618666,0.006474064,0.044828244,5.3128433e-06,7.639737e-06,0.005844569,0.000635457,0.04818527,0.002444334,0.001469931,0.010962464,0.003735572,0.029572971,5.273087e-06,6.2560457e-06,0.005263741,0.000636042,-0.02827575,-6.18E-05,-0.000161048,-0.005250132,-0.003576931,-0.019225746,6.760624e-07,1.18548e-06,-4.86E-05,-7.25E-05
-26.98472222,26.63227778,191.704,713,18,0.07793796,0.004295428,0.001721654,0.020618666,0.006474064,0.044828244,5.3128433e-06,7.639737e-06,0.005844569,0.000635457,0.10154088,0.002718794,0.001462024,0.032695655,0.006561758,0.05810281,6.7697074e-06,9.260751e-06,0.00542299,0.000681946,-0.02827575,-6.18E-05,-0.000161048,-0.005250132,-0.003576931,-0.019225746,6.760624e-07,1.18548e-06,-4.86E-05,-7.25E-05
-29.160278,26.573333,111.41,324.9,42,0.064920396,0.007900811,0.002280351,0.018689029,0.004877172,0.031173177,2.5704812e-06,4.0858904e-06,0.00599149,0.000564678,0.08144817,0.006439618,0.001902953,0.024671357,0.005318631,0.043115653,3.4798677e-06,4.4792314e-06,0.005581084,0.000610204,-0.018190198,0.000517439,-0.000112358,-0.003682993,-0.001902175,-0.013009977,-4.24E-07,-4.89E-08,-2.14E-06,-4.04E-05
-28.883333,27.89,50.275,156.9,39,0.073794186,0.005230819,0.001990195,0.024450473,0.0052945,0.036828138,2.7645783e-06,4.6590103e-06,0.005931452,0.000542848,0.035289403,0.00342783,0.001864573,0.008371417,0.002762085,0.018863693,2.748569e-06,2.967975e-06,0.005307739,0.000525285,-0.027196795,0.000733318,0.000229765,-0.001839567,-0.004829522,-0.021490853,1.12279395e-07,6.212872e-07,0.000108707,-7.22E-05
-25.45963889,28.26430556,172.583,694,10,0.11768475,0.002296773,0.002285738,0.023605213,0.011037601,0.07845939,5.639792e-06,7.75578e-06,0.005754383,0.000717728,0.10283892,0.000883512,0.001407361,0.019856602,0.006901035,0.07379045,6.9492394e-06,9.429007e-06,0.005269309,0.000785574,-0.029980615,-4.20E-05,0.000231483,-0.012416989,-0.001271431,-0.016481675,-7.57E-07,-1.74E-06,-7.14E-05,-9.10E-05
-25.81048333,27.90955222,126.248,514,10,0.21631475,0.003030174,0.001602927,0.03875278,0.02573249,0.14719641,6.896822e-06,1.2469939e-05,0.005812898,0.000960399,0.16763915,0.001603062,0.001529296,0.051574375,0.010170123,0.102762066,9.611681e-06,1.633212e-05,0.005370239,0.000754659,0.010061517,-5.96E-05,-0.000184727,-0.00837598,0.005350681,0.0133311,-4.43E-07,-1.03E-06,-0.000175214,2.7196831e-05
-22.769722,30.886944,62.957,169.5,10,0.25586265,0.00145356,0.010929259,0.030032484,0.040642377,0.17280501,2.299722e-06,2.3335515e-06,0.005866667,0.001085013,0.12864172,0.001916763,0.013221104,0.021464422,0.014624087,0.077415384,1.9630124e-06,1.5062908e-06,0.005633828,0.000768409,0,0,0,0,0,0,0,0,0,0
-29.744167,29.905833,30.3,61.4,5,0.21140222,0.003644713,0.012050839,0.036607355,0.021535752,0.13756353,4.5159222e-06,4.574148e-06,0.00599029,0.000869515,0.16794303,0.004629624,0.004392412,0.037127033,0.014781155,0.1070127,4.1916437e-06,5.427117e-06,0.005989242,0.000728957,-0.010916352,-0.001612294,0.001659155,-0.009651687,0.001578955,-0.002890497,4.9601385e-07,-1.39E-09,-0.000244442,-3.51E-05
-30.398056,30.601944,49.043,265.4,10,0.25279826,0.005919833,0.029221991,0.04928796,0.023281159,0.1450873,3.6637985e-06,4.9758864e-06,0.006106475,0.000900185,0.22403449,0.007689088,0.02072604,0.069667965,0.011701544,0.11424983,4.33932e-06,6.647907e-06,0.005743174,0.00081587,-0.01286301,-0.001447107,0.001077902,-0.010175362,0.001652405,-0.003970772,4.5749402e-08,1.1267639e-07,-3.78E-05,-4.66E-05
-30.27402,30.69602,112.142,552,10,0.2869231,0.004620623,0.02383346,0.059729636,0.025510559,0.17322898,5.17258e-06,7.1139066e-06,0.006054826,0.000956052,0.21460804,0.002845425,0.009271365,0.10482937,0.007788527,0.08987341,3.874684e-06,4.3979403e-06,0.006034808,0.000692731,0,0,0,0,0,0,0,0,0,0
-27.00222,28.76528,115.461,269.3,81,0.18570168,0.002953068,0.001732891,0.036246233,0.022209672,0.12255981,5.594422e-06,8.8410825e-06,0.005829519,0.000884556,0.11823811,0.002828442,0.00176039,0.033847768,0.008828111,0.070973374,7.484912e-06,1.1860844e-05,0.00581339,0.000651042,0.008938327,-0.000331136,-0.000140716,-0.00722919,0.004307536,0.012331776,-6.53E-07,-1.48E-06,-0.00017025,8.853793e-06
