Latitude,Longitude,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,sw_layer1,sw_layer2,sw_layer3,sw_layer4,sw_total,sw_surface_ratio
-25.127778,27.628889,206.833,735,163,0.1720612,0.17728898,0.18264943,0.15473175,0.68673134,0.2505506
-25.20639,27.558,134.336,717,10,0.16395879,0.18056199,0.18625051,0.15419006,0.6849613,0.23936906
-24.69514,27.40906,183.774,839,128,0.15037084,0.18067643,0.19646627,0.16085052,0.688364,0.21844636
-24.39619444,27.08983333,125.653,545,105,0.113854975,0.14912274,0.16968636,0.15621948,0.5888836,0.19334005
-29.380556,30.2775,20.706,66.7,10,0.3311112,0.33196732,0.3258837,0.29402924,1.2829914,0.2580773
-27.671111,27.236944,195.525,508,94,0.30550694,0.3420076,0.2975176,0.27430725,1.2193394,0.25055102
-29.658056,25.973333,350.432,848,13,0.2854035,0.3131685,0.28644735,0.16419983,1.0492191,0.2720149
-33.501667,21.624167,154.944,566,28,0.30556035,0.30163285,0.19352132,0.14208984,0.9428044,0.32409695
-29.161667,23.696389,95.016,252.4,10,0.08421823,0.18259749,0.19621755,0.16165924,0.6246925,0.13481528
-27.01011111,26.69808333,163.917,797,135,0.15142557,0.19700179,0.18298818,0.15285492,0.68427044,0.22129458
-29.641944,30.6875,69.656,401,47,0.32049295,0.3212236,0.27917194,0.26747894,1.1883674,0.2696916
-24.282222,28.090278,42.769,112,10,0.13233683,0.15354475,0.16318227,0.15440369,0.6034675,0.21929367
-24.058889,31.237222,178.88,521,10,0.11264535,0.14728102,0.15318014,0.15124512,0.5643516,0.199601
-26.45,28.085833,136.194,681,67,0.17596933,0.19192061,0.22596456,0.18787384,0.7817283,0.22510263
-26.98472222,26.63227778,188.12,1082,84,0.15142557,0.19700179,0.18298818,0.15285492,0.68427044,0.22129458
-27.398611,26.614722,308.262,957,72,0.14889261,0.19581923,0.17217733,0.15184021,0.66872936,0.2226497
-28.69485,28.23487,94.423,195.3,10,0.2900593,0.29268202,0.30801105,0.25391388,1.1446662,0.25340056
-29.1825,23.575556,94.175,247.95,10,0.13870737,0.18315443,0.17638113,0.15210724,0.65035015,0.21328072
-27.4,26.624722,290.461,925,16,0.16995737,0.21905074,0.1951418,0.15653229,0.7406822,0.22946027
-27.00222,28.76528,187.344,487,10,0.32449186,0.32292187,0.29902974,0.28501892,1.2314624,0.26350105
-26.648056,27.089444,238.575,649,18,0.14884794,0.1665727,0.19567433,0.16093445,0.6720294,0.22148989
-26.970278,27.211111,153.16,714,155,0.16250455,0.17307295,0.17950001,0.158432,0.6735095,0.24127991
-26.880278,26.965,218.11,713,178,0.15833127,0.17054762,0.17870656,0.15589905,0.66348445,0.23863563
-27.902778,24.615556,167.548,833,48,0.11172485,0.15172434,0.1731905,0.15301514,0.5896548,0.18947469
-28.768056,20.720556,120.309,294.6,10,0.08598328,0.14514017,0.15466633,0.107688904,0.4934787,0.17423873
-27.01011111,26.69808333,172.17,813,135,0.23219755,0.18966217,0.15351735,0.152565,0.7279421,0.3189776
-25.99136,27.84208,75.475,373,34,0.29550627,0.2722885,0.16733418,0.16719818,0.9023272,0.3274931
-24.058889,31.237222,152.893,548,11,0.19934538,0.20225067,0.15354787,0.15110779,0.70625174,0.28225785
-29.380556,30.2775,24.456,65.5,10,0.3747299,0.37186736,0.35017264,0.28842163,1.3851916,0.27052552
-26.861111,28.884722,257.927,767,155,0.35231474,0.35088652,0.28558218,0.2758484,1.2646319,0.27859053
-26.73806,27.59194,141.928,657,194,0.29716948,0.26911467,0.16365682,0.17801666,0.9079577,0.32729405
-26.45,28.085833,95.189,603,67,0.3035324,0.28222197,0.16979848,0.18369293,0.9392458,0.32316574
-26.98472222,26.63227778,110.951,684,84,0.23219755,0.18966217,0.15351735,0.152565,0.7279421,0.3189776
-28.760833,17.730278,140.159,422,10,0.015102964,0.022559987,0.1040971,0.08963013,0.23139018,0.06527027
-25.99136,27.84208,98.077,393,116,0.18410932,0.15669237,0.16204998,0.1658783,0.66872996,0.27531147
-26.861111,28.884722,124.423,803,155,0.24717389,0.27465045,0.2809312,0.27464294,1.0773985,0.22941712
-26.73806,27.59194,132.833,831,194,0.18680249,0.15834032,0.15544292,0.17523193,0.67581767,0.27640918
-26.45,28.085833,91.294,583,167,0.1980177,0.1656035,0.16521618,0.18112183,0.7099592,0.2789138
-27.671111,27.236944,166.146,431,171,0.2261778,0.28044116,0.2790086,0.2739563,1.0595839,0.21345888
-27.01011111,26.69808333,128.071,655,135,0.15366031,0.16390875,0.1516918,0.15218353,0.6214444,0.24726276
-25.127778,27.628889,181.607,625,163,0.15753604,0.1671131,0.15403402,0.15354156,0.63222474,0.24917689
-25.20639,27.558,142.677,663,10,0.14072086,0.16003302,0.15430105,0.15312195,0.6081769,0.23138107
-24.69514,27.40906,155.71,677,161,0.14352085,0.17665747,0.15743673,0.15834045,0.6359555,0.22567713
-27.169444,29.233889,114.737,282.2,10,0.3174863,0.28986242,0.28113973,0.295784,1.1842724,0.2680853
-26.880278,26.965,240.397,705,178,0.17857029,0.16465643,0.1513027,0.15458679,0.6491162,0.27509713
-26.98472222,26.63227778,177.109,906,18,0.15366031,0.16390875,0.1516918,0.15218353,0.6214444,0.24726276
-27.398611,26.614722,241.91,724,135,0.15166904,0.1620014,0.15142477,0.15135193,0.61644715,0.24603698
-25.45963889,28.26430556,198.21,623,82,0.17400791,0.20406988,0.1727184,0.17183685,0.72263306,0.24079672
-27.495556,26.074722,264.748,763,15,0.14229251,0.17851904,0.15211904,0.15177917,0.6247098,0.22777341
-27.4,26.624722,303.253,797,16,0.17106296,0.18216589,0.17496145,0.15622711,0.6844174,0.24993914
-25.81048333,27.90955222,118.747,644,10,0.13550688,0.15111272,0.15288198,0.15712738,0.59662896,0.22712047
-29.161667,30.629722,40.633,104,10,0.20043303,0.21577947,0.22147787,0.2015686,0.83925897,0.23882115
-27.00222,28.76528,93.172,373,20,0.23862578,0.27445716,0.27387655,0.28107452,1.0680339,0.22342508
-27.02314,28.59389,90.386,258.3,10,0.19249083,0.24155919,0.24215353,0.24877167,0.9249752,0.20810354
-26.648056,27.089444,244.673,629,10,0.13910033,0.15220372,0.15154684,0.15805054,0.6009014,0.23148571
-26.970278,27.211111,125.918,622,155,0.1432965,0.1525852,0.15120351,0.15631866,0.60340387,0.23747984
-27.273889,28.49,49.651,126.3,20,0.2603009,0.28318518,0.27943075,0.28860474,1.1115216,0.2341841
-27.4275,28.525833,40.666,122,10,0.27067688,0.28259772,0.2795223,0.29382324,1.1266202,0.24025546
-27.3,28.586944,92.462,270.2,10,0.26155213,0.28201026,0.27925527,0.28966522,1.1124829,0.23510644
-28.376944,24.303056,202.316,1407,13,0.12038542,0.15788,0.15163076,0.15210724,0.5820034,0.20684624
-29.744167,29.905833,21.795,53.9,10,0.2610671,0.2722843,0.29992634,0.3209076,1.1541853,0.22619148
-29.7775,29.470833,23.2,51.7,10,0.38852552,0.3935963,0.3789516,0.384758,1.5458314,0.2513374
-29.987778,29.851667,43.57,100.6,10,0.4216371,0.4255787,0.39682728,0.32522583,1.569269,0.2686836
-29.744167,29.905833,26.654,63,22,0.40129712,0.41126597,0.36134297,0.31841278,1.4923189,0.26890826
-26.970278,27.211111,155.701,682,155,0.22496656,0.2226063,0.15505177,0.15597534,0.7586,0.2965545
-30.733889,29.828333,45.007,106.5,10,0.38400728,0.38355905,0.35237995,0.29341888,1.4133651,0.27169695
-26.880278,26.965,229.042,696,178,0.22783355,0.18064769,0.1544353,0.15415192,0.71706843,0.31772873
-26.98472222,26.63227778,199.488,1072,18,0.17200164,0.15940745,0.15164295,0.15194702,0.63499904,0.27086872
-33.501667,21.624167,207.571,872,23,0.2254837,0.19364817,0.16970173,0.14352417,0.73235774,0.30788696
-30.27402,30.69602,84.364,401,10,0.36665496,0.36488223,0.34852558,0.22854614,1.308609,0.2801866
-33.818056,19.694722,7.214,131,24,0.1808792,0.19991945,0.21966511,0.15879822,0.75926197,0.23822998
-30.13573889,30.67422222,28.235,88.8,10,0.34042358,0.3480423,0.35099447,0.2085495,1.2480099,0.27277294
-34.075556,20.145556,63.25,289.6,10,0.15914917,0.15797885,0.19157062,0.15518951,0.66388816,0.23972249
-25.73411,27.21422,14.548,42.46,10,0.29978487,0.24805735,0.16291153,0.15414429,0.864898,0.34661257
-25.73411,27.21422,5.608,32.79,10,0.23112488,0.18630244,0.15239958,0.15415192,0.7239788,0.31924215
-25.73411,27.21422,10,26.79,20,0.2017136,0.2022172,0.21352488,0.15457916,0.7720349,0.2612749
-25.73411,27.21422,10,30.21,74,0.1411911,0.15031293,0.15723519,0.15447235,0.6032116,0.23406523
-25.73411,27.21422,11.086,25.09,20,0.30021974,0.26950684,0.17965803,0.15403748,0.9034221,0.33231354
-25.73411,27.21422,10,30.6,20,0.15296173,0.15147372,0.15163259,0.15333557,0.6094036,0.25100192
-27.3,28.586944,34.883,151.6,10,0.34703523,0.33354035,0.29169333,0.29166412,1.2639331,0.2745675
-28.69485,28.23487,128.3695,253.6,19,0.24456485,0.23943177,0.18831502,0.23716736,0.909479,0.26890624
-29.615556,27.065278,80.947,205.6,10,0.16496737,0.19367829,0.16903554,0.18630981,0.71399105,0.23104931
-28.883333,27.89,95.4655,204.7,11,0.26749116,0.27287903,0.20296346,0.26420593,1.0075396,0.26548922
-34.075556,20.145556,16.611,181,10,0.16000827,0.15222016,0.15481435,0.15440369,0.6214465,0.25747672
-24.925278,29.324444,154.041,948,10,0.154481,0.15862426,0.1569933,0.12935638,0.59945494,0.257702
-30.336111,27.359444,72.231,165.4,10,0.31269938,0.314859,0.2656435,0.29247284,1.1856747,0.26373097
-27.573056,24.746389,174.981,912,89,0.17932568,0.17230974,0.15281078,0.15266418,0.6571104,0.2729
-27.902778,24.615556,184.486,1132,10,0.1623045,0.15989672,0.15113994,0.15196228,0.62530345,0.25956076
-29.658056,25.973333,324.191,803,10,0.07884656,0.15577684,0.19019482,0.17134857,0.5961668,0.13225564
-31.000833,26.353056,248.22,623,177,0.19857465,0.20135485,0.16189739,0.15823364,0.7200605,0.27577454
-30.679722,26.7125,75.417,171.6,10,0.19566785,0.2079085,0.18187115,0.2000351,0.7854826,0.24910495
-28.760833,17.730278,141.921,442,10,0.012826223,0.02272527,0.10339773,0.08963776,0.22858697,0.056110665
-25.99136,27.84208,111.802,318.9,12,0.13634175,0.14984015,0.15342672,0.16472626,0.6043349,0.2256059
-29.987778,29.851667,40.497,101.1,10,0.318608,0.3222721,0.35787922,0.3276596,1.3264189,0.24020146
-26.45,28.085833,110.748,609,13,0.15256184,0.15128973,0.15460928,0.1789856,0.63744646,0.23933241
-27.398611,26.614722,269.183,779,162,0.15901631,0.16081122,0.15114553,0.1512909,0.62226397,0.25554436
-27.671111,27.236944,207.795,435,123,0.26170796,0.28781775,0.27869374,0.2738495,1.1020689,0.23746948
-29.042222,24.6,111.791,428,10,0.18328542,0.1769779,0.15385397,0.15242767,0.666545,0.2749779
-27.356667,27.286389,90.3,245,172,0.24608296,0.2644718,0.25731617,0.25855255,1.0264235,0.23974776
-27.01011111,26.69808333,125.813,605,186,0.15218799,0.1545002,0.15114094,0.15207672,0.60990584,0.2495266
-30.830556,26.921389,77.505,165,23,0.30221242,0.3045933,0.20388295,0.19311523,1.0038038,0.3010669
-30.733889,29.828333,31.764,82.2,10,0.2932555,0.29790995,0.28528094,0.2921219,1.1685683,0.25095263
-29.380556,30.2775,26.224,71.7,10,0.28580922,0.28036997,0.2739513,0.28486633,1.1249968,0.25405315
-26.98472222,26.63227778,156.759,968,18,0.15218799,0.1545002,0.15114094,0.15207672,0.60990584,0.2495266
-25.45963889,28.26430556,157.425,517,82,0.13802783,0.16598244,0.17080952,0.17167664,0.6464964,0.21350098
-25.57877778,29.12747222,57.39,261.9,13,0.11767261,0.15116616,0.1676128,0.17810822,0.61455977,0.19147432
-27.4,26.624722,260.498,784,10,0.18331592,0.20608254,0.1752422,0.15618896,0.7208296,0.25431207
-25.81048333,27.90955222,106.16,628,10,0.13377818,0.14739114,0.15148732,0.1567154,0.58937204,0.22698389
-27.937778,31.209444,46.431,192.5,10,0.18855724,0.17856485,0.1858196,0.2125473,0.765489,0.24632227
-30.398056,30.601944,47.678,218.5,10,0.28313884,0.28485757,0.22501943,0.17934418,0.97236,0.29118696
-30.27402,30.69602,107.843,490,10,0.28879985,0.29243356,0.23840138,0.2056427,1.0252775,0.28167942
-27.00222,28.76528,104.026,226.1,14,0.23486003,0.2708729,0.27291676,0.28063202,1.0592817,0.2217161
-27.02314,28.59389,88.654,251,10,0.18926677,0.23522073,0.24070546,0.24815369,0.91334665,0.20722315
-26.648056,27.089444,238.047,639,10,0.14170513,0.1521824,0.15118214,0.15764618,0.60271585,0.23511061
-26.970278,27.211111,139.355,588,81,0.15023479,0.15698892,0.15125081,0.15605927,0.6145338,0.24446914
-26.880278,26.965,240.591,735,178,0.14824352,0.15686685,0.15117452,0.1543045,0.6105894,0.24278717
-27.273889,28.49,48.053,122.7,21,0.25725994,0.28088266,0.2791042,0.2881775,1.1054243,0.23272486
-27.4275,28.525833,44.516,115.7,16,0.27102336,0.28387338,0.27924916,0.29323578,1.1273817,0.24040051
-27.3,28.586944,47.74,148.9,10,0.2596632,0.2809208,0.27903554,0.28919983,1.1088194,0.23417969
-27.044444,27.005,77.287,200.9,111,0.14119396,0.15775949,0.15126607,0.1531372,0.6033567,0.23401366
-29.028629,24.638389,104.44,390,62,0.11230907,0.16760904,0.15331838,0.15168762,0.5849241,0.19200589
-34.329722,18.990278,6.528,114.6,10,0.36921367,0.37431985,0.36136433,0.25928497,1.3641828,0.27064803
-27.5275,30.858056,36.673,94.7,31,0.30815747,0.30285227,0.21990925,0.2194519,1.0503709,0.2933794
-30.13573889,30.67422222,32.878,76.3,10,0.34715894,0.3422047,0.27601582,0.18293762,1.1483171,0.3023195
-29.803611,30.516111,77.027,245.5,10,0.42923433,0.4161976,0.3543636,0.2804184,1.4802139,0.2899811
-28.44555556,32.325,91.351,233,10,0.2440033,0.24303134,0.2236446,0.08831787,0.7989971,0.30538657
-29.161667,30.629722,64.652,140.8,10,0.379364,0.3813675,0.31316793,0.20119476,1.2750943,0.2975182
-24.925278,29.324444,222.22,1207,10,0.23450167,0.22735444,0.16174947,0.12931061,0.7529162,0.31145746
-27.573056,24.746389,194.703,821,10,0.164975,0.16360322,0.15437184,0.15293884,0.63588893,0.25943956
-30.160091,27.40124,74.714,159.3,10,0.22550662,0.24753419,0.23864613,0.27387238,0.98555934,0.22881056
-30.336111,27.359444,68.171,149.4,10,0.22351535,0.25244752,0.26821768,0.29868317,1.0428637,0.21432823
-29.615556,27.065278,73.409,220.1,10,0.16496737,0.19367829,0.16903554,0.18630981,0.71399105,0.23104931
-30.830556,26.921389,106.627,254.2,13,0.26498514,0.25945434,0.18401662,0.1997757,0.90823174,0.29175907
-23.658056,31.05,56.952,232.4,24,0.1546641,0.18110809,0.19201222,0.15206909,0.6798535,0.22749588
-27.902778,24.615556,212.503,884,33,0.20080668,0.16474304,0.15129414,0.15209198,0.66893584,0.3001878
-29.658056,25.973333,345.221,819,23,0.13030344,0.16661224,0.194446,0.17157745,0.66293913,0.19655386
-29.028629,24.638389,152.641,531,12,0.18248087,0.17766723,0.15198842,0.15197754,0.66411406,0.27477297
-31.000833,26.353056,189.093,410,177,0.25943094,0.25785217,0.15723744,0.15930176,0.83382225,0.31113422
-30.679722,26.7125,93.68,186.9,10,0.25366312,0.2462326,0.18002644,0.20276642,0.8826886,0.28737524
-28.760833,17.730278,138.367,415,10,0.02515079,0.022192754,0.1035198,0.08963776,0.2405011,0.10457618
-25.99136,27.84208,108.233,412,10,0.13725401,0.15174596,0.1544689,0.16499329,0.60846215,0.2255749
-24.058889,31.237222,152.986,450,52,0.11123778,0.14473455,0.15253103,0.15103912,0.5595425,0.19880095
-29.987778,29.851667,39.936,97.7,10,0.35852936,0.35950202,0.37712514,0.3288498,1.4240063,0.25177494
-29.744167,29.905833,34.121,102,10,0.27124146,0.29881018,0.31070364,0.32215118,1.2029065,0.22548822
-26.861111,28.884722,161.451,811,160,0.20470549,0.27006263,0.27315938,0.2740326,1.02196,0.20030656
-26.45,28.085833,136.752,627,137,0.14267088,0.15374486,0.15585744,0.17946625,0.63173944,0.22583781
-28.768056,20.720556,114.447,398,26,0.10420348,0.180669,0.15221822,0.108078,0.5451687,0.19113952
-30.733889,29.828333,35.998,89.1,10,0.28088826,0.28032568,0.29828602,0.29380035,1.1533003,0.24355151
-29.380556,30.2775,28.407,79.3,10,0.28229207,0.2681568,0.28514057,0.2871399,1.1227293,0.25143355
-27.398611,26.614722,241.657,734,10,0.15901631,0.16081122,0.15114553,0.1512909,0.62226397,0.25554436
-27.671111,27.236944,178.686,463,102,0.26170796,0.28781775,0.27869374,0.2738495,1.1020689,0.23746948
-29.042222,24.6,116.017,505,10,0.18328542,0.1769779,0.15385397,0.15242767,0.666545,0.2749779
-30.336111,27.359444,91.65,172.2,10,0.29990834,0.29233435,0.27524525,0.28103638,1.1485243,0.26112473
-27.4,26.624722,245.877,762,10,0.17802113,0.18498877,0.17469747,0.1561966,0.693904,0.25654972
-29.161667,23.696389,108.381,328.7,12,0.13227527,0.19212838,0.16986348,0.16117859,0.6554457,0.20180935
-28.7115,24.07288889,148.847,827,20,0.17558734,0.1784031,0.15218617,0.15142822,0.6576048,0.26701
-25.81048333,27.90955222,163.042,585,10,0.13554065,0.14840432,0.15182759,0.15685272,0.59262526,0.22871184
-27.937778,31.209444,43.528,161.1,10,0.16582172,0.17648812,0.19012715,0.21394348,0.74638045,0.22216752
-28.404444,30.013056,66.746,216.3,10,0.13665454,0.13583107,0.15280415,0.15325165,0.5785414,0.23620488
-30.398056,30.601944,54.121,290.7,10,0.22481982,0.21822853,0.18367268,0.17958069,0.8063017,0.27882805
-24.925278,29.324444,253.813,1417,10,0.117207214,0.1456501,0.15078236,0.12948608,0.54312575,0.21580085
-24.925278,29.324444,258.519,1417,10,0.18263867,0.20693552,0.1526714,0.1295166,0.6717622,0.27187952
-24.925278,29.324444,249.621,1295,28,0.119233385,0.1514179,0.15147817,0.12944031,0.55156976,0.2161706
-30.27402,30.69602,128.964,540,10,0.23473041,0.2334034,0.2042873,0.20612335,0.87854445,0.2671807
-27.02314,28.59389,116.85,343.9,60,0.20760028,0.23778267,0.24115254,0.24836731,0.9349028,0.22205523
-27.273889,28.49,46.714,169.4,11,0.29215688,0.28819773,0.2791927,0.28833008,1.1478773,0.25451905
-24.925278,29.324444,254.345,1469,12,0.13139343,0.16519165,0.15742907,0.12966156,0.58367574,0.22511336
-27.4275,28.525833,39.623,140.5,10,0.30917805,0.29493448,0.2793224,0.29344177,1.1768767,0.26271045
-27.3,28.586944,73.447,249.2,18,0.2937972,0.28779337,0.2790935,0.28935242,1.1500365,0.2554675
-29.1825,23.575556,95.233,302.8,10,0.18893115,0.20016213,0.1547649,0.1517334,0.69559157,0.2716118
-24.925278,29.324444,243.884,500,20,0.153862,0.15134293,0.15653022,0.13214111,0.59387624,0.25908047
-34.329722,18.990278,10.865,123.5,10,0.36513966,0.36411783,0.31730914,0.24198914,1.2885557,0.28337106
-24.925278,29.324444,288.275,500,20,0.120707855,0.16544658,0.201121,0.13160706,0.61888254,0.1950413
-28.058889,30.373611,109.3,427,12,0.12384479,0.14711495,0.1552837,0.15689087,0.5831343,0.21237744
-27.5275,30.858056,31.983,85.4,10,0.15257701,0.15299112,0.16823384,0.22126007,0.69506204,0.21951535
-27.38972222,26.46388889,137.219,772,85,0.118534654,0.15798074,0.15168568,0.1513443,0.5795454,0.20453006
-27.398611,26.614722,222.862,779,10,0.11868724,0.15880471,0.15177724,0.15127563,0.5805448,0.20444077
-30.679722,26.7125,82.592,180.1,10,0.18156871,0.2224949,0.2013149,0.19464874,0.80002725,0.22695287
-29.803611,30.516111,83.573,293.3,10,0.40717176,0.40328562,0.33379322,0.2799225,1.4241731,0.28590026
-27.01011111,26.69808333,126.551,691,10,0.25808716,0.25059968,0.15778004,0.15185547,0.81832236,0.31538528
-32.595833,19.009444,5,125.4,10,0.15550232,0.15390475,0.19147144,0.20284271,0.7037212,0.22097117
-28.760833,17.730278,150.469,507,10,0.007321187,0.024076844,0.10555898,0.0896225,0.2265795,0.032311637
-25.99136,27.84208,88.838,397,10,0.20690256,0.19225463,0.1756014,0.16648102,0.7412396,0.2791301
-28.735556,29.820556,36.534,105,10,0.2666636,0.2698761,0.1910967,0.15498352,0.88261986,0.302127
-29.380556,30.2775,27.299,99,10,0.36174875,0.36284027,0.3407015,0.28952026,1.3548107,0.26701036
-30.398056,30.601944,37.851,279.1,10,0.23183542,0.2087799,0.22035542,0.18190002,0.8428708,0.2750542
-33.897778,20.012778,67.076,784,16,0.14471537,0.15065917,0.15304127,0.15312958,0.6015454,0.24057224
-34.065833,20.404167,135.447,1043,10,0.19234906,0.1597899,0.15161297,0.1543274,0.6580793,0.29228812
-23.658056,31.05,61.031,350.5,10,0.124134645,0.15126787,0.16900799,0.15203857,0.5964491,0.20812243
-27.398611,26.614722,248.135,791,10,0.14607678,0.15326677,0.15176556,0.1513977,0.6025068,0.24244794
-27.671111,27.236944,210.418,517,10,0.2261778,0.28044116,0.2790086,0.2739563,1.0595839,0.21345888
-25.45963889,28.26430556,158.728,668,82,0.17178021,0.17295824,0.17371532,0.17192078,0.69037455,0.2488214
-27.4,26.624722,252.578,803,10,0.16205274,0.17662035,0.17532513,0.15625,0.6702482,0.24177982
-29.161667,23.696389,153.893,360.1,10,0.14072086,0.18461493,0.1696819,0.16122437,0.6562421,0.21443404
-25.81048333,27.90955222,168.844,560,10,0.16299869,0.16116217,0.15432394,0.15733337,0.6358182,0.25636014
-27.937778,31.209444,46.922,213.1,10,0.20435001,0.20896795,0.21260488,0.21829987,0.8442227,0.2420567
-28.404444,30.013056,72.203,310.5,10,0.15259983,0.15978125,0.17189443,0.15506744,0.63934296,0.23868188
-27.02314,28.59389,135.447,385,12,0.24057437,0.25008276,0.24313772,0.24905396,0.9828488,0.24477226
-26.880278,26.965,217.657,679,10,0.17857029,0.16465643,0.1513027,0.15458679,0.6491162,0.27509713
-27.273889,28.49,46.443,212.4,10,0.30530214,0.2888706,0.2798351,0.28886414,1.162872,0.2625413
-27.4275,28.525833,54.596,159.9,10,0.3113904,0.28861883,0.2799648,0.29418945,1.1741635,0.2652017
-27.3,28.586944,145.067,349.6,10,0.30456972,0.28813055,0.27956045,0.28993988,1.1622006,0.26206276
-29.615556,27.065278,79.601,218.1,10,0.19052555,0.19287756,0.15199697,0.17925262,0.7146527,0.2665984
-25.57877778,29.12747222,54.969,570,10,0.19260837,0.20897558,0.18589437,0.18083191,0.76831025,0.25069055
-27.5275,30.858056,34.469,145.9,46,0.1677716,0.16402929,0.19071615,0.22698975,0.7495068,0.22384237
-27.01011111,26.69808333,140.413,675,119,0.17200164,0.15940745,0.15164295,0.15194702,0.63499904,0.27086872
-25.127778,27.628889,186.104,666,163,0.25485688,0.23205455,0.15688434,0.15299225,0.796788,0.31985492
-25.20639,27.558,157.999,724,10,0.25146943,0.23577769,0.15676227,0.15263367,0.796643,0.31566098
-24.69514,27.40906,193.399,922,67,0.21268158,0.19517405,0.15351215,0.15729523,0.718663,0.29594022
-26.861111,28.884722,238.005,757,19,0.35442048,0.35500985,0.29748645,0.2733078,1.2802246,0.27684224
-26.73806,27.59194,153.351,715,165,0.27293855,0.24587901,0.16224018,0.17176819,0.8528259,0.3200398
-26.98472222,26.63227778,145.663,996,18,0.17200164,0.15940745,0.15164295,0.15194702,0.63499904,0.27086872
-29.161667,23.696389,112.3785,271.45,10,0.07246552,0.16186403,0.16611439,0.16095734,0.56140125,0.12907949
-26.03611,30.99778,99.018,237.4,10,0.3647476,0.35240054,0.30076557,0.29439545,1.3123093,0.27794313
-28.747778,31.745833,104.749,474,10,0.2966934,0.28205752,0.23727375,0.13716888,0.9531936,0.31126216
-27.00222,28.76528,160.373,443,10,0.32968292,0.33405948,0.29857594,0.28014374,1.2424622,0.26534623
-26.648056,27.089444,246.265,599,10,0.23155364,0.20866273,0.15576893,0.15709686,0.75308216,0.3074742
-26.970278,27.211111,139.314,600,81,0.24482879,0.22898744,0.15841633,0.15572357,0.7879561,0.31071335
-28.141944,26.417778,271.619,806,92,0.13171539,0.15505861,0.15147358,0.15200043,0.590248,0.22315224
-28.116667,26.725278,126.718,573,10,0.12855682,0.1425464,0.13574177,0.13586426,0.54270923,0.23687929
-29.615556,27.065278,92.921,284,20,0.12788543,0.14642213,0.14450032,0.1709137,0.58972156,0.21685694
-34.250556,20.9925,25.517,424,10,0.12658843,0.16044496,0.19938618,0.099220276,0.58563983,0.2161537
-28.7115,24.07288889,189.63,778,10,0.19819641,0.16945346,0.15134846,0.15123749,0.6702358,0.295711
-28.801278,31.955389,110.314,507,10,0.19577026,0.20781405,0.18306385,0.08496857,0.67161673,0.2914906
-28.75,30.442778,100.259,283.5,10,0.28956604,0.2814377,0.1863979,0.13442993,0.8918316,0.32468656
-29.161667,30.629722,78.259,196.5,10,0.379364,0.3813675,0.31316793,0.20119476,1.2750943,0.2975182
-27.38972222,26.46388889,143.533,724,85,0.25468445,0.24632724,0.15617023,0.1512146,0.8083965,0.31504852
-28.1175,26.719444,196.78,1160,60,0.25109863,0.25108796,0.14618336,0.13817596,0.78654593,0.31924176
-28.116667,26.725278,117.1855,811,10,0.25598145,0.25648957,0.1459621,0.13574982,0.79418296,0.32232007
-27.398611,26.614722,235.516,688,154,0.24952698,0.24237521,0.15599476,0.1511612,0.79905814,0.31227598
-27.671111,27.236944,194.253,661,20,0.369339,0.3852585,0.29303396,0.27378845,1.32142,0.2795014
-28.376944,24.303056,165.161,1310,11,0.18888855,0.16528781,0.15096699,0.15150452,0.65664786,0.28765532
-29.615556,27.065278,150.725,709,112,0.28048706,0.2542923,0.15032612,0.16890717,0.85401267,0.32843393
-33.31388889,19.07472222,19.864,267.1,10,0.15620422,0.15523227,0.20024525,0.23558044,0.7472622,0.20903508
-34.065833,20.404167,48.791,704,10,0.15621646,0.15170136,0.15413533,0.15459442,0.6166476,0.2533314
-26.006389,29.253889,123.305,1127,10,0.32066804,0.30859223,0.2092806,0.20178223,1.0403231,0.3082386
-25.45963889,28.26430556,191.685,694,82,0.2805298,0.26151124,0.18438588,0.17214966,0.8985766,0.31219316
-33.897778,20.012778,83.952,1025,10,0.14125521,0.15028992,0.15540181,0.15322876,0.60017574,0.23535603
-29.161667,23.696389,118.854,318.1,10,0.1518107,0.19627532,0.1715273,0.16136932,0.68098265,0.22292855
-25.81048333,27.90955222,136.382,557,10,0.18281657,0.18007812,0.1677889,0.15795135,0.68863493,0.26547638
-26.861111,28.884722,146.266,705,81,0.31398112,0.3076416,0.2935671,0.27510834,1.1902981,0.2637834
-29.033333,23.983333,175.237,1094,10,0.18792826,0.18214568,0.1520113,0.15113068,0.6732159,0.27914962
-28.058889,30.373611,128.298,644,12,0.24488932,0.23555908,0.16022053,0.15864563,0.79931456,0.30637378
-24.925278,29.324444,228.976,1417,18,0.14110242,0.15177904,0.15307781,0.12937927,0.57533854,0.24525069
-27.00222,28.76528,179.142,396,10,0.28060588,0.27739704,0.27740642,0.28173065,1.11714,0.25118214
-27.398611,26.614722,231.671,759,154,0.14607678,0.15326677,0.15176556,0.1513977,0.6025068,0.24244794
-27.671111,27.236944,210.565,521,18,0.2261778,0.28044116,0.2790086,0.2739563,1.0595839,0.21345888
-27.4,26.624722,233.692,752,10,0.16205274,0.17662035,0.17532513,0.15625,0.6702482,0.24177982
-26.648056,27.089444,244.131,658,11,0.17589237,0.16565588,0.1519512,0.15828705,0.6517865,0.26986152
-26.970278,27.211111,122.996,607,191,0.18072177,0.16679266,0.15140188,0.15647888,0.6553952,0.2757443
